,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_ms,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,Release_date,album_type
104,Bruises,4Of7rzpRpV1mWRbhp5rAqG,"('Lewis Capaldi',)","('4GNC7GD6oZMSxPGyXy4MNB',)",89,220492,0.736,0.308,-7.83,1,0.946,0.361,111.202,2019-05-17,album
105,Juicy,7qvsl2pYzrsYgPeFBN5jxp,"('Doja Cat', 'Tyga')","('5cj0lLjcoR7YOSnhnX0Po5', '5LHRHt1k9lMyONurDHEdrp')",83,202333,0.786,0.658,-2.61,1,0.0856,0.458,170.037,2019-08-15,single
106,Talk (feat. Disclosure),6TqXcAFInzjp0bODyvrWEq,"('Khalid', 'Disclosure')","('6LuN9FCkKOj5PcnpouEgny', '6nS5roXSAGhTGr34W6n7Et')",84,197573,0.901,0.4,-8.575,1,0.051,0.346,135.984,2019-04-05,album
107,TOES (feat. Lil Baby & Moneybagg Yo),2FvD20Z8aoWIePi7PoN8sG,"('DaBaby', 'Lil Baby', 'Moneybagg Yo')","('4r63FhuTkUYltbVAg5TQnk', '5f7VJjfbwm532GiveGC0ZK', '3tJoFztHeIJkJWMrx0td2f')",81,136366,0.816,0.582,-4.141,1,0.0794,0.542,160.004,2019-09-27,album
108,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,"('Summer Walker', 'Usher')","('57LYzLEk2LcFghVwuWbcuS', '23zg3TcAtWQy7J6upgbUnj')",83,181013,0.679,0.728,-3.092,0,0.159,0.46,152.001,2019-10-04,album
109,Paradise,0Rx0DJI556Ix5gBny6EWmn,"('Bazzi',)","('4GvEc3ANtPPjt1ZJllr5Zl',)",84,169038,0.844,0.644,-6.273,0,0.0828,0.591,122.061,2019-08-09,album
110,July,5a6pdCHlWS2ekOOQ70QnAr,"('Noah Cyrus',)","('55fhWPvDiMpLnE4ZzNXZyW',)",86,156106,0.708,0.186,-8.953,0,0.868,0.321,72.541,2019-07-31,single
111,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,"('Russ', 'BIA')","('1z7b1Pr1rSlvWRzsW3HOrS', '6veh5zbFpm31XsPdjBgPER')",83,160720,0.568,0.764,-3.465,0,0.217,0.625,179.985,2019-10-18,single
112,Baby Birkin,0BOmhToQ03yOdpzYKMEnAg,"('Gunna',)","('2hlmm7s2ICUX0LVIhVFlZQ',)",81,181948,0.848,0.649,-6.083,1,0.232,0.629,118.04,2019-02-22,album
113,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,"('Ed Sheeran', 'Justin Bieber')","('6eUKZXaKkcviH0Ku9w2n3V', '1uNFoZAHBGtllmzznpCI3s')",92,219946,0.798,0.675,-5.041,1,0.0912,0.842,101.956,2019-05-10,single
114,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,"('DaBaby',)","('4r63FhuTkUYltbVAg5TQnk',)",81,141826,0.755,0.772,-5.585,1,0.128,0.678,132.906,2019-03-01,album
115,bury a friend,4SSnFejRGlZikf02HLewEF,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",87,193143,0.905,0.389,-14.505,1,0.74,0.196,120.046,2019-03-29,album
116,i love you,6CcJMwBtXByIz4zQLzFkKc,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,291796,0.421,0.131,-18.435,1,0.952,0.12,137.446,2019-03-29,album
117,God Is,6xRWoYwfwIKnT8bQGzKbxR,"('Kanye West',)","('5K4W6rqBFWDnAN6FQUkS6x',)",83,203141,0.649,0.634,-4.394,1,0.17,0.221,105.051,2019-10-25,album
118,RAW SHIT (feat. Migos),1CCDIow4pPYyJYzhtTUYz2,"('DaBaby', 'Migos')","('4r63FhuTkUYltbVAg5TQnk', '6oMuImdp5ZcFhWP0ESe6mG')",81,216677,0.874,0.714,-4.946,1,0.0273,0.85,130.046,2019-09-27,album
119,I,4ZT9FnbFu1PaBfV3itxiqT,"('Lil Skies',)","('7d3WFRME3vBY2cgoP38RDo',)",82,181890,0.649,0.453,-7.28,1,0.627,0.431,99.183,2019-03-01,album
120,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,"('The Black Eyed Peas', 'J Balvin')","('1yxSLGMDHlW21z4YXirZDS', '1vyhD5VmyZ7KMfW5gqLgo5')",96,221714,0.721,0.716,-7.037,0,0.0334,0.667,104.994,2019-10-12,single
121,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",84,221173,0.632,0.732,-3.498,1,0.105,0.317,159.0,2019-09-06,album
122,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",80,128413,0.739,0.637,-5.79,0,0.232,0.513,164.91,2019-10-11,album
123,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,"('Sam Smith', 'Normani')","('2wY79sveU1sp5g7SokKOiI', '2cWZOOzeOm4WmBJRnD5R7I')",88,171029,0.741,0.52,-7.513,1,0.45,0.347,102.998,2019-01-11,single
124,Easy,46D0hYb1B7qiU33VtXt21W,"('Camila Cabello',)","('4nDoRrQiYLoBzwC5BhVJzF',)",86,194686,0.574,0.593,-5.731,0,0.411,0.355,128.073,2019-10-11,single
125,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,"('DaBaby', 'Offset')","('4r63FhuTkUYltbVAg5TQnk', '4DdkRBBYG6Yk9Ka8tdJ9BW')",81,157693,0.852,0.73,-5.803,1,0.0219,0.394,92.506,2019-03-01,album
126,Feelings,0y675KDleCZEudjoeL1sQQ,"('Lauv',)","('5JZ7CnR6gTvEMKX4g70Amv',)",87,189613,0.694,0.466,-6.758,1,0.0934,0.246,103.018,2019-09-19,single
127,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,"('BTS', 'Lauv')","('3Nrfpe0tUJi4K4DXYWgMUX', '5JZ7CnR6gTvEMKX4g70Amv')",89,226321,0.584,0.685,-7.811,1,0.0304,0.345,97.551,2019-10-18,single
128,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,"('Quality Control', 'Lil Baby', 'DaBaby')","('6i392l38cR3uBPF0DbNs7S', '5f7VJjfbwm532GiveGC0ZK', '4r63FhuTkUYltbVAg5TQnk')",81,142417,0.97,0.463,-7.259,1,0.0957,0.46,108.003,2019-08-16,album
129,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,"('Drake',)","('3TVXtAsR1Inumwj472S9r4',)",84,163120,0.854,0.554,-4.684,1,0.769,0.272,142.069,2019-09-13,album
130,Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,"('Trippie Redd', 'DaBaby')","('6Xgp2XMz1fhVYe7i6yNAax', '4r63FhuTkUYltbVAg5TQnk')",78,172195,0.802,0.82,-5.969,0,0.0579,0.613,164.005,2019-11-12,single
131,In My Room,4S4Mfvv03M1cHgIOJcbUCL,"('Frank Ocean',)","('2h93pZq0e7k5yf4dywlkpM',)",82,133680,0.861,0.647,-7.425,1,0.594,0.67,158.037,2019-11-02,single
132,One Man Band,08dFHFTx6r67MTsYn5ilDR,"('Old Dominion',)","('6y8XlgIV8BLlIg1tT1R10i',)",80,186240,0.706,0.358,-8.331,1,0.677,0.478,75.991,2019-10-25,album
133,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,"('NAV', 'Meek Mill')","('7rkW85dBwwrJtlHRDkJDAC', '20sxb77xiYeusSH8cVdatc')",81,148278,0.901,0.676,-7.033,1,0.0646,0.452,85.018,2019-03-26,album
134,Water,454Epa1vrCGFddHXKyC1kb,"('Kanye West', 'Ant Clemons')","('5K4W6rqBFWDnAN6FQUkS6x', '028lPW2NdWHdSPCkRkcyhd')",83,168419,0.505,0.281,-12.404,1,0.57,0.283,82.338,2019-10-25,album
135,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,221543,0.853,0.351,-10.198,1,0.39,0.282,118.028,2019-03-29,album
136,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",322tcqPhma7F6hfCeLisx0,"('Lauv', 'Anne-Marie')","('5JZ7CnR6gTvEMKX4g70Amv', '1zNqDE7qDGCsyzJwohVaoX')",89,198973,0.806,0.558,-6.46,1,0.482,0.678,95.016,2019-08-02,single
137,Lonely (with Jonas Brothers),4fwo6czG5nvOQMzhOto1ya,"('Diplo', 'Jonas Brothers')","('5fMUXHkw8R8eOP2RNVYEZX', '7gOdHgIoIKoe4i9Tta6qdD')",87,139813,0.738,0.717,-5.121,1,0.062,0.5,98.047,2019-09-27,single
138,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,"('JP Saxe', 'Julia Michaels')","('66W9LaWS0DPdL7Sz8iYGYe', '0ZED1XzwlLHW4ZaG4lOT6m')",84,208687,0.464,0.473,-10.086,1,0.866,0.604,75.801,2019-10-17,single
139,Only Human,0DiDStADDVh3SvAsoJAFMk,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",88,183000,0.795,0.496,-5.883,1,0.108,0.874,94.01,2019-06-07,album
140,Higher Love,6oJ6le65B3SEqPwMRNXWjY,"('Kygo', 'Whitney Houston')","('23fqKkggKUBHNkbKtXEls4', '6XpaIBNiVzIetEPCWDvAFP')",91,228267,0.693,0.678,-7.159,1,0.0154,0.404,103.952,2019-06-28,single
141,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,"('Kanye West', 'Sunday Service Choir')","('5K4W6rqBFWDnAN6FQUkS6x', '2c9O21YLFy4tFI9zCVhbFg')",82,112239,0.588,0.793,-6.23,1,0.466,0.694,76.997,2019-10-25,album
142,Dance Monkey,5ZULALImTm80tzUbYQYM9d,"('Tones and I',)","('2NjfBq1NflQcKSeiDooVjY',)",96,209438,0.824,0.588,-6.4,0,0.692,0.513,98.027,2019-08-29,single
143,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,"('Shawn Mendes',)","('7n2wHs1TKAczGzO7Dd2rGr',)",87,190800,0.692,0.809,-4.198,1,0.524,0.864,123.911,2019-05-03,single
144,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,"('Taylor Swift', 'Brendon Urie', 'Panic! At The Disco')","('06HL4z0CvFAxyc27GXpf02', '6eYFryfcEu3QSq59D62wZQ', '20JZFwl6HVl6yg8a4H3ZqK')",87,193000,0.61,0.83,-4.105,1,0.033,0.728,182.162,2019-08-23,album
145,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,170640,0.664,0.316,-10.345,1,0.298,0.541,92.875,2019-08-23,album
146,you were good to me,4CxFN5zON70B3VOPBYbd6P,"('Jeremy Zucker', 'Chelsea Cutler')","('3gIRvgZssIb9aiirIg0nI3', '5JMLG56F1X5mFmWNmS0iAp')",83,219146,0.561,0.0848,-15.099,1,0.913,0.206,102.128,2019-05-03,single
147,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,"('YNW Melly', 'Kanye West')","('1cNDP5yjU5vjeR8qMf4grg', '5K4W6rqBFWDnAN6FQUkS6x')",81,230400,0.661,0.44,-9.104,1,0.457,0.352,149.937,2019-01-18,album
148,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE,"('Dreamville', 'J. Cole', 'Lute', 'DaBaby')","('1iNqsUDUraNWrj00bqssQG', '6l3HvQ5sa6mXTsMTB19rO5', '75WcpJKWXBV3o3cfluWapK', '4r63FhuTkUYltbVAg5TQnk')",80,202040,0.691,0.64,-6.441,1,0.511,0.163,138.672,2019-07-05,album
149,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,"('benny blanco', 'Juice WRLD')","('5CiGnKThu5ctn9pBxv7DGa', '4MCBfE4596Uoi2O4DtmEMz')",82,177847,0.731,0.65,-5.286,1,0.107,0.605,154.968,2019-08-30,single
150,Mood Swings,2xE16muNCmhZwSOv3i1d1H,"('A Boogie Wit da Hoodie',)","('31W5EY0aAly4Qieq6OFu6I',)",81,156893,0.943,0.664,-5.952,0,0.235,0.93,120.051,2019-09-13,single
151,Hands On,7r6aR2f57resC5r93LwMfK,"('Kanye West', 'Fred Hammond')","('5K4W6rqBFWDnAN6FQUkS6x', '2ndyVAdV9UqF1XjyTJt484')",82,203174,0.514,0.393,-8.72,0,0.558,0.598,78.039,2019-10-25,album
152,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,200680,0.746,0.559,-4.008,1,0.703,0.368,117.943,2019-09-06,album
153,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,"('Ariana Grande',)","('66CXWjxzNUsdJxJ2JdwvnR',)",85,190440,0.726,0.554,-5.29,0,0.0421,0.335,169.999,2019-02-08,album
154,The Bones,3npzogdOEiVsieXmmhBepL,"('Maren Morris',)","('6WY7D3jk8zTrHtmkqqo5GI',)",81,197293,0.612,0.57,-6.642,0,0.279,0.335,77.004,2019-03-08,album
155,Allergic,1YscJ7yVTlFxW3eF6pv5ba,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,156893,0.665,0.741,-3.694,1,0.154,0.57,144.968,2019-09-06,album
156,Teeth,1JRK7srBWUtAW7dPabKBwJ,"('5 Seconds of Summer',)","('5Rl15oVamLq7FbSb0NNBNy',)",87,204887,0.755,0.448,-2.993,0,0.0508,0.431,139.028,2019-08-21,single
157,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,"('Tainy', 'Anuel AA', 'Ozuna')","('0GM7qgcRCORpGnfcN2tCiB', '2R21vXR83lH98kGeO99Y66', '1i8SpTcr7yvPOmcqrbnVXY')",93,270740,0.734,0.836,-4.803,0,0.017,0.623,80.002,2019-08-22,single
158,Mean It,3GRSqlALWISqLeNncZMbpX,"('Lauv', 'LANY')","('5JZ7CnR6gTvEMKX4g70Amv', '49tQo2QULno7gxHutgccqF')",86,232853,0.746,0.45,-8.543,1,0.0407,0.336,95.998,2019-11-14,album
159,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,"('Katy Perry',)","('6jJ0s89eD6GaHleKKya26X',)",87,223523,0.77,0.882,-4.792,1,0.194,0.385,99.991,2019-05-31,single
160,Sucker,4y3OI86AEP6PQoDE6olYhO,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",87,181040,0.842,0.734,-5.065,0,0.0427,0.952,137.958,2019-03-01,single
161,Bad To You (with Normani & Nicki Minaj),7vJS1DPc3FzBtqBs8n3mW5,"('Ariana Grande', 'Normani', 'Nicki Minaj')","('66CXWjxzNUsdJxJ2JdwvnR', '2cWZOOzeOm4WmBJRnD5R7I', '0hCNtLu0JehylgoiP8L4Gh')",86,171840,0.727,0.583,-7.385,0,0.065,0.629,147.983,2019-11-01,album
162,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",85,180952,0.678,0.533,-10.485,1,0.462,0.323,150.455,2019-03-29,album
163,Staring At The Sun (feat. SZA),5KE9b4x7Zj2A8XtbkqhqTe,"('Post Malone', 'SZA')","('246dkjvS1zLTtiykXe5h60', '7tYKF4w9nC0nq9CsPZTHyP')",82,168280,0.724,0.772,-4.389,0,0.248,0.347,95.074,2019-09-06,album
164,Love Me More,2NSWi83peog6gHerzlMCqU,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",80,143712,0.638,0.539,-5.853,1,0.22,0.247,83.381,2019-11-01,single
165,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,168839,0.726,0.444,-8.922,0,0.283,0.569,185.044,2019-03-29,album
166,Juice,0k664IuFwVP557Gnx7RhIl,"('Lizzo',)","('56oDRnqbIiwx4mymNEv7dS',)",83,195144,0.767,0.889,-2.988,1,0.00611,0.843,119.93,2019-04-19,album
167,Writing on the Wall (feat. Post Malone & Cardi B),7x9nXsowok1JszkVztI5NI,"('French Montana', 'Rvssian', 'Post Malone', 'Cardi B')","('6vXTefBL93Dj5IqAWq6OTv', '1fctva4kpRbg2k3v7kwRuS', '246dkjvS1zLTtiykXe5h60', '4kYSro6naA4h99UJvo89HB')",85,201270,0.773,0.836,-2.326,0,0.283,0.497,112.01,2019-09-27,single
168,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,"('Dreamville', 'Bas', 'JID', 'Guapdad 4000', 'Reese LAFLARE', 'Jace', 'Mez', 'Smokepurpp', 'Buddy', 'Ski Mask The Slump God')","('1iNqsUDUraNWrj00bqssQG', '70gP6Ry4Uo0Yx6uzPIdaiJ', '6U3ybJ9UHNKEdsH7ktGBZ7', '0NcPKaSNIHAM2RfioH9vMT', '07V3atNq2TyPNDYmzp6Dyy', '0vaKiuLwFJLVU664A8GTjE', '30C5wgn4celhRP3Tytv7R6', '21dooacK2WGBB5amYvKyfM', '6PDLwWvgYNMfBRLqC1h5cJ', '2rhFzFmezpnW82MNqEKVry')",80,217866,0.642,0.647,-6.312,0,0.517,0.664,120.749,2019-07-05,album
169,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,"('Blueface', 'Rich The Kid')","('3Fl1V19tmjt57oBdxXKAjJ', '1pPmIToKXyGdsCF6LmqLmI')",81,151146,0.869,0.59,-8.214,1,0.07,0.479,107.934,2019-08-09,album
170,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,"('Kehlani', 'Ty Dolla $ign')","('0cGUm45nv7Z6M6qdXYQGTX', '7c0XG5cIJTrrAgEC3ULPiq')",81,201787,0.61,0.725,-5.131,1,0.367,0.291,146.163,2019-02-22,album
171,Hold On,5qDsijQM75KTdv3RtSPx91,"('Lil Tjay',)","('6jGMq4yGs7aQzuGsMgVgZR',)",79,189480,0.691,0.602,-6.807,0,0.123,0.685,151.987,2019-10-11,album
172,Vete,5DxXgozhkPLgrbKFY91w0c,"('Bad Bunny',)","('4q3ewBCX7sLwd24euuV69X',)",80,192024,0.886,0.672,-4.394,1,0.0363,0.526,91.976,2019-11-21,single
173,STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,"('Ashnikko', 'Yung Baby Tate')","('3PyJHH2wyfQK3WZrk9rpmP', '3IJ21966TwNZI24MwZHMu4')",83,167317,0.772,0.637,-6.881,1,0.00459,0.54,149.906,2019-07-12,single
174,The Man,3RauEVgRgj1IuWdJ9fDs70,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,190360,0.777,0.658,-5.191,1,0.0767,0.633,110.048,2019-08-23,album
175,The London (feat. J. Cole & Travis Scott),3s4mrPrEFFPF0LmAfutW0n,"('Young Thug', 'J. Cole', 'Travis Scott')","('50co4Is1HCEo8bhOyUWKpn', '6l3HvQ5sa6mXTsMTB19rO5', '0Y5tJX1MQlPlqiwlOH1tJY')",83,200186,0.784,0.517,-8.981,0,0.0249,0.206,97.991,2019-08-16,album
176,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,"('Wale', 'Jeremih')","('67nwj3Y5sZQLl72VNUHEYE', '3KV3p5EY4AvKxOlhGHORLg')",79,214035,0.597,0.733,-6.017,1,0.134,0.639,171.016,2019-10-11,album
177,Shots,6eSU1exzDvBEXmBRxspeh5,"('Lil Tecca',)","('4Ga1P7PMIsmqEZqhYZQgDo',)",81,109373,0.829,0.582,-5.721,0,0.525,0.51,108.028,2019-08-30,album
178,Slide Away,44ADyYoY5liaRa3EOAl4uf,"('Miley Cyrus',)","('5YGY8feqx7naU7z4HrwZM6',)",86,233654,0.53,0.538,-6.672,1,0.17,0.288,148.051,2019-08-16,single
179,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,"('Roddy Ricch',)","('757aE44tKEUQEqRuT6GnEB',)",80,178720,0.72,0.644,-8.099,0,0.0388,0.611,77.673,2019-10-11,single
180,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,178426,0.552,0.702,-5.707,1,0.117,0.564,169.994,2019-08-23,album
181,DHL,2INhKpUdzh7v0j041gZNsz,"('Frank Ocean',)","('2h93pZq0e7k5yf4dywlkpM',)",81,268893,0.819,0.458,-10.223,0,0.582,0.232,122.981,2019-10-19,single
182,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,"('Blake Shelton',)","('1UTPBmNbXNTittyMJrNkvw',)",78,205106,0.538,0.752,-5.106,1,0.0608,0.217,139.984,2019-03-29,single
183,Uno,3AEgic4yp82NxMWUjHtxnO,"('Ambjaay',)","('3BbPRvYQ0M9SFmhkHXozLm',)",79,109090,0.978,0.477,-8.159,1,0.000143,0.196,110.002,2019-05-10,single
184,gone girl,6G0FACzGN80Dj2v4ass5rq,"('iann dior', 'Trippie Redd')","('6ASri4ePR7RlsvIQgWPJpS', '6Xgp2XMz1fhVYe7i6yNAax')",80,136568,0.677,0.714,-5.637,1,0.162,0.355,94.956,2019-07-04,single
185,Wrong,3EludUFeAoJAwSixWGG5Wg,"('Luh Kel',)","('24CgJHK6T7C5OmUbiLLMjJ',)",81,130876,0.745,0.728,-3.39,1,0.352,0.39,120.099,2019-04-05,single
186,Myself,2cvOfKHOHgwQlLiuLKP2xR,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,158120,0.476,0.701,-4.234,1,0.102,0.405,163.882,2019-09-06,album
187,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,"('Lauv', 'Troye Sivan')","('5JZ7CnR6gTvEMKX4g70Amv', '3WGpXCj9YhhfX11TToZcXP')",85,162582,0.599,0.733,-7.058,1,0.176,0.534,102.211,2019-01-24,single
188,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,"('Lunay', 'Daddy Yankee', 'Bad Bunny')","('47MpMsUfWtgyIIBEFOr4FE', '4VMYDCV2IEDYJArk749S6m', '4q3ewBCX7sLwd24euuV69X')",89,266086,0.795,0.783,-4.271,1,0.361,0.8,92.016,2019-05-10,single
189,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,"('Lil Nas X', 'Cardi B')","('7jVv8c5Fj3E9VhNjxT4snq', '4kYSro6naA4h99UJvo89HB')",82,158706,0.706,0.679,-5.614,1,0.139,0.657,140.081,2019-06-21,single
190,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,"('NLE Choppa',)","('0ErzCpIMyLcjPiwT4elrtZ',)",79,160013,0.888,0.43,-6.728,1,0.0786,0.45,120.088,2019-01-17,single
191,No Guidance (feat. Drake),7FEwp8BavoEVE3AnxJDchc,"('Chris Brown', 'Drake')","('7bXgB6jMjp9ATFy66eO08Z', '3TVXtAsR1Inumwj472S9r4')",82,260640,0.698,0.454,-6.756,0,0.123,0.137,92.932,2019-06-08,single
192,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,"('MAX', 'Quinn XCII')","('1bqxdqvUtPWZri43cKHac8', '3ApUX1o6oSz321MMECyIYd')",80,177669,0.732,0.856,-2.2,0,0.0828,0.771,145.034,2019-04-05,single
193,Slide,2rTnVB1bvwxHtaIl4uVu7f,"('H.E.R.', 'YG')","('3Y7RZ31TRPVadSFVy1o8os', '0A0FS04o6zMoto8OKPsDwY')",80,238321,0.827,0.469,-9.141,0,0.0807,0.196,97.028,2019-09-27,single
194,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,"('Sech', 'Ozuna', 'Anuel AA', 'Darell', 'Nicky Jam')","('77ziqFxp5gaInVrF2lj4ht', '1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66', '1TtXnWcUs0FCkaZDPGYHdf', '1SupJlEpv7RS2tPNRaHViT')",90,287773,0.725,0.79,-2.331,1,0.0711,0.763,175.988,2019-07-26,single
195,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,"('Lil Tjay', 'Lil Durk')","('6jGMq4yGs7aQzuGsMgVgZR', '3hcs9uc56yIGFCSy9leWe7')",78,210120,0.688,0.489,-7.627,0,0.619,0.559,85.404,2019-10-11,album
196,Here With Me,5icOoE6VgqFKohjWWNp0Ac,"('Marshmello', 'CHVRCHES')","('64KEffDW9EtZ1y2vBYgq8T', '3CjlHNtplJyTf9npxaPl5w')",85,156346,0.791,0.565,-3.933,0,0.0623,0.181,99.961,2019-03-08,single
197,Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,"('Kanye West',)","('5K4W6rqBFWDnAN6FQUkS6x',)",80,49292,0.243,0.26,-5.876,0,0.828,0.327,76.61,2019-10-25,album
198,Panini,1000nHvUdawXuUHgBod4Wv,"('Lil Nas X',)","('7jVv8c5Fj3E9VhNjxT4snq',)",84,114893,0.703,0.594,-6.146,0,0.342,0.475,153.848,2019-09-13,single
199,emotions,5ls62WNKHUUrdF3r1cv83T,"('iann dior',)","('6ASri4ePR7RlsvIQgWPJpS',)",80,131213,0.63,0.63,-6.211,1,0.0131,0.163,80.512,2019-05-22,album
200,What Am I,1HimGOB6BjOaCQYMIF1xtU,"(""Why Don't We"",)","('2jnIB6XdLvnJUeNTy5A0J2',)",84,184665,0.614,0.647,-4.681,0,0.0687,0.368,163.862,2019-08-23,single
201,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,"('Baby Keem',)","('5SXuuuRpukkTvsLuUknva1',)",79,129882,0.83,0.564,-7.822,1,0.177,0.107,85.042,2019-07-19,album
202,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,"('J Balvin', 'Bad Bunny')","('1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X')",89,222346,0.639,0.791,-4.443,0,0.0275,0.939,92.603,2019-06-28,album
203,Lose Control,7CHi4DtfK4heMlQaudCuHK,"('MEDUZA', 'Becky Hill', 'Goodboys')","('0xRXCcSX89eobfrshSVdyu', '4EPJlUEBy49EX1wuFOvtjK', '2nm38smINjms1LtczR0Cei')",91,168387,0.598,0.526,-8.659,0,0.129,0.529,123.935,2019-10-11,single
204,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,"('DJ Snake', 'J Balvin', 'Tyga')","('540vIaP2JwjQb9dm3aArA4', '1vyhD5VmyZ7KMfW5gqLgo5', '5LHRHt1k9lMyONurDHEdrp')",92,185194,0.694,0.758,-2.986,1,0.278,0.371,192.091,2019-07-25,album
205,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,"('DaniLeigh', 'Chris Brown')","('0XIKGBo9PnK1ApI5tZA60d', '7bXgB6jMjp9ATFy66eO08Z')",80,186586,0.799,0.301,-11.361,1,0.195,0.511,100.026,2019-05-31,single
206,Right Back (feat. A Boogie Wit Da Hoodie),6PYnUsNEpYC7A4BS2sjw3L,"('Khalid', 'A Boogie Wit da Hoodie')","('6LuN9FCkKOj5PcnpouEgny', '31W5EY0aAly4Qieq6OFu6I')",82,254999,0.786,0.428,-10.011,0,0.0933,0.556,97.001,2019-08-13,single
207,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,"('NLE Choppa',)","('0ErzCpIMyLcjPiwT4elrtZ',)",78,181237,0.722,0.716,-5.258,0,0.00818,0.799,128.0,2019-07-19,single
