,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_ms,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,Release_date,album_type
356,HEARTEATER,17UwOJOXHbggzJfAreIgII,"('XXXTENTACION',)","('15UsOTVnJzReFVN1VCnxy4',)",78,136613,0.781,0.518,-4.657,0,0.0652,0.61,99.984,2019-10-22,single
357,Focus (feat. 21 Savage),2FqqVHvC4eKrsk97vpMRid,"('Bazzi', '21 Savage')","('4GvEc3ANtPPjt1ZJllr5Zl', '1URnnhqYAYcrqrcwql10ft')",78,155133,0.752,0.703,-5.268,1,0.00694,0.538,77.021,2019-08-09,album
358,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,"('Lana Del Rey',)","('00FQb4jTyendYWaN8pK0wa',)",81,202192,0.649,0.538,-11.196,0,0.372,0.496,144.979,2019-08-30,album
359,ilomilo,7qEKqBCD2vE5vIBsrUitpD,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",81,156370,0.855,0.423,-15.044,0,0.724,0.572,120.02,2019-03-29,album
360,Slime Mentality,2m9axSosHP92250FvnnobM,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",74,181665,0.637,0.801,-4.356,0,0.308,0.486,169.984,2019-10-11,album
361,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,"('Juice WRLD',)","('4MCBfE4596Uoi2O4DtmEMz',)",77,189977,0.699,0.687,-3.997,0,0.308,0.499,88.932,2019-03-08,album
362,23 Island,2DnyKpPcFpC460wLJeGzOs,"('JayDaYoungan',)","('0E3pLs4jXz9tDQGY8m1A1d',)",74,242207,0.805,0.376,-10.912,1,0.546,0.421,117.934,2019-10-11,album
363,Miss Americana & The Heartbreak Prince,214nt20w5wOxJnY462klLw,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",79,234146,0.662,0.747,-6.926,0,0.028,0.487,150.088,2019-08-23,album
364,It Might Be Time,2P0NiuAfypaw5UZJoo0n0o,"('Tame Impala',)","('5INjqkS1o8h1imAzPqGZBb',)",79,273013,0.585,0.799,-3.825,1,0.0204,0.345,115.973,2019-10-28,single
365,Maniac,7hpJ9tATWb2vztlq99hERP,"('Conan Gray',)","('4Uc8Dsxct0oMqx0P6i60ea',)",77,185786,0.623,0.647,-5.438,1,0.00122,0.522,107.987,2019-10-25,single
366,molly,0q0Vsy1SHdUSrR7TJGNAVn,"('iann dior', 'Bernard Jabs')","('6ASri4ePR7RlsvIQgWPJpS', '1EBoLDWzc0lpDDIVasJhAv')",76,175568,0.695,0.566,-7.484,0,0.00202,0.388,80.029,2019-05-22,album
367,Big Plans,3eng6TJxpqjvDkxRpnfnhB,"(""Why Don't We"",)","('2jnIB6XdLvnJUeNTy5A0J2',)",82,179929,0.693,0.604,-5.279,1,0.0668,0.651,75.014,2019-01-17,single
368,100 Bad Days,17FK4etx1u2NK60cptINMS,"('AJR',)","('6s22t5Y3prQHyaHWUN1R1C',)",73,212783,0.626,0.639,-5.62,1,0.0465,0.638,144.009,2019-04-26,album
369,Con Altura,2qG5sZ7Si6sdK74qLxedYM,"('ROSALÍA', 'J Balvin', 'El Guincho')","('7ltDVBr6mKbRvohxheJ9h1', '1vyhD5VmyZ7KMfW5gqLgo5', '1oMiDFyAgmIzw9ZBQYHOJI')",89,161626,0.882,0.689,-4.027,1,0.39,0.746,97.963,2019-03-28,single
370,Even Though I'm Leaving,5aZQrb2TXWEh9uZR4HEY3r,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",75,225253,0.554,0.755,-6.04,1,0.225,0.624,77.962,2019-11-08,album
371,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,"('Melanie Martinez',)","('63yrD80RY3RNEM2YDpUpO8',)",79,215972,0.535,0.746,-5.644,0,0.304,0.648,109.994,2019-09-06,album
372,G Walk (with Chris Brown),7BxpObs6K7Yio5lVb3sMYX,"('Lil Mosey', 'Chris Brown')","('5zctI4wO9XSKS8XwcnqEHk', '7bXgB6jMjp9ATFy66eO08Z')",77,141466,0.747,0.704,-6.81,1,0.261,0.653,90.041,2019-11-08,album
373,Better Luck Next Time,7vejWqYK7NFsxbxQsAjTrC,"('Kelsea Ballerini',)","('3RqBeV12Tt7A8xH3zBDDUF',)",76,172371,0.373,0.477,-6.391,1,0.226,0.531,198.522,2019-06-11,single
374,London Boy,1LLXZFeAHK9R4xUramtUKw,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",79,190240,0.695,0.71,-6.639,1,0.0246,0.557,157.925,2019-08-23,album
375,Does To Me (feat. Eric Church),17TSJlshgQ5zu0e8dedAla,"('Luke Combs', 'Eric Church')","('718COspgdWOnwOFpJHRZHS', '2IvkS5MXK0vPGnwyJsrEyV')",75,223320,0.616,0.849,-4.897,1,0.308,0.639,113.066,2019-11-08,album
376,Cornelia Street,12M5uqx0ZuwkpLp5rJim1a,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",78,287266,0.824,0.624,-9.728,1,0.781,0.248,102.012,2019-08-23,album
377,Press,6dPyzkyZwoj9LqjQXOFdVv,"('Cardi B',)","('4kYSro6naA4h99UJvo89HB',)",77,143791,0.888,0.525,-5.665,1,0.029,0.243,133.983,2019-05-31,single
378,Push My Luck,2a3dopgTF1q4rMVDJ1rwBU,"('The Chainsmokers',)","('69GGBxA162lTqCwzJG5jLp',)",81,181844,0.584,0.643,-6.415,1,0.288,0.53,90.036,2019-11-08,single
379,"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",0WoAkdHmgPmEXfiBox1flk,"('DaBaby', 'Chance the Rapper', 'Gucci Mane', 'YK Osiris')","('4r63FhuTkUYltbVAg5TQnk', '1anyVhU62p31KFi8MEzkbf', '13y7CgLHjMVRMDqxdx0Xdo', '7meyrw7Or5DwteYxDJrkCM')",75,214893,0.676,0.664,-4.435,1,0.0387,0.838,161.867,2019-09-27,album
380,To a T,64wjSAPLRnrjNByQCxnX3u,"('Ryan Hurd',)","('7lDVEkjIURPMyUYwoQRrpw',)",74,178813,0.687,0.641,-5.814,1,0.17,0.663,120.04,2019-01-04,single
381,MIDDLE CHILD,4AEzAEnbm9uRgbmTdeI63K,"('PnB Rock', 'XXXTENTACION')","('21WS9wngs9AqFckK7yYJPM', '15UsOTVnJzReFVN1VCnxy4')",76,151574,0.75,0.567,-6.4,1,0.137,0.398,151.895,2019-05-02,album
382,Light On,6UnCGAEmrbGIOSmGRZQ1M2,"('Maggie Rogers',)","('4NZvixzsSefsNiIqXn0NDe',)",77,233880,0.657,0.569,-6.287,1,0.201,0.399,102.054,2019-01-18,album
383,Could've Been (feat. Bryson Tiller),6oEVnWKgPqIEPc53OYDNqG,"('H.E.R.', 'Bryson Tiller')","('3Y7RZ31TRPVadSFVy1o8os', '2EMAnMvWE2eb56ToJVfCWs')",76,252746,0.455,0.352,-11.733,0,0.654,0.407,103.342,2019-08-30,album
384,Shameless,3UYiU57SMiAS5LqolhHJw1,"('Camila Cabello',)","('4nDoRrQiYLoBzwC5BhVJzF',)",83,219742,0.377,0.651,-5.437,0,0.0197,0.0851,129.698,2019-09-05,single
385,Single Again,7IP0lO9tHfNwBWZ9X6TJ84,"('Big Sean',)","('0c173mlxpT3dSFRgMO8XPh',)",76,213733,0.635,0.677,-5.548,1,0.161,0.253,94.95,2019-07-26,single
386,Jesus In LA,5i2JGF65pHKSfMEjSMrBC3,"('Alec Benjamin',)","('5IH6FPUwQTxPSXurCrcIov',)",80,172606,0.767,0.627,-4.096,1,0.537,0.689,94.028,2019-07-16,single
387,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),6zegtH6XXd2PDPLvy1Y0n2,"('Ariana Grande', 'Miley Cyrus', 'Lana Del Rey')","('66CXWjxzNUsdJxJ2JdwvnR', '5YGY8feqx7naU7z4HrwZM6', '00FQb4jTyendYWaN8pK0wa')",83,190066,0.644,0.755,-5.325,1,0.00237,0.334,102.861,2019-11-01,album
388,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,"('Nipsey Hussle', 'Roddy Ricch', 'Hit-Boy')","('0EeQBlQJFiAfJeVN2vT9s0', '757aE44tKEUQEqRuT6GnEB', '6q3p11nP1p80Ey6LrOOSed')",76,233277,0.671,0.833,-5.152,0,0.0825,0.702,79.351,2019-02-15,single
389,No Me Conoce - Remix,4R8BJggjosTswLxtkw8V7P,"('Jhay Cortez', 'J Balvin', 'Bad Bunny')","('0EFisYRi20PTADoJrifHrz', '1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X')",88,309120,0.806,0.786,-3.831,0,0.145,0.58,91.973,2019-05-24,album
390,Takeaway,63VyEdzMM3w4ZQ1WtARa2S,"('The Chainsmokers', 'ILLENIUM', 'Lennon Stella')","('69GGBxA162lTqCwzJG5jLp', '45eNHdiiabvmbp4erw26rg', '1cZQSpDsxgKIX2yW5OR9Ot')",83,209893,0.294,0.505,-8.106,1,0.12,0.357,85.332,2019-11-08,single
391,Death By A Thousand Cuts,2dgFqt3w9xIQRjhPtwNk3D,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",78,198533,0.712,0.732,-6.754,1,0.454,0.313,94.071,2019-08-23,album
392,Homicide (feat. Eminem),7M2tXmeS15NAzEn7ABFeBg,"('Logic', 'Eminem')","('4xRYI6VqpkE3UwrDrAZL8L', '7dGJo4pcD2V6oG8kP0tJRR')",78,245386,0.694,0.759,-5.667,0,0.137,0.77,140.055,2019-05-10,album
393,"Big, Big Plans",7yNJCsUH3tXlpQiHSsAc5l,"('Chris Lane',)","('68abRTdO4meYReMWHvBYb0',)",74,187306,0.574,0.58,-6.091,1,0.076,0.4,149.97,2019-06-28,single
394,XXL,4LH1gsNA3wUS6QKkGZoJN8,"('DaBaby',)","('4r63FhuTkUYltbVAg5TQnk',)",74,153863,0.914,0.655,-5.333,0,0.00245,0.705,143.975,2019-09-27,album
395,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),7Feaw9WAEREY0DUOSXJLOM,"('Martin Garrix', 'Macklemore', 'Fall Out Boy')","('60d24wfXkVzDSfLS6hyCjZ', '3JhNCzhSMTxs9WLGJJxWOY', '4UXqAaa6dQYAk18Lv7PEgX')",85,163804,0.661,0.723,-6.976,0,0.179,0.316,113.778,2019-04-25,single
396,I THINK,4f8Mh5wuWHOsfXtzjrJB3t,"('Tyler, The Creator',)","('4V8LLVI7PbaPR0K2TGSxFF',)",77,212013,0.826,0.579,-8.241,0,0.00881,0.431,121.075,2019-05-17,album
397,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,"('DJ Luian', 'Mambo Kingz', 'Anuel AA', 'Nicky Jam', 'Darell', 'Brytiago')","('64aJYyrXljOodnUG6jvhRD', '2T1aUibqR2QC2sINIDQOAK', '2R21vXR83lH98kGeO99Y66', '1SupJlEpv7RS2tPNRaHViT', '1TtXnWcUs0FCkaZDPGYHdf', '00XhexlJEXQstHimpZN910')",86,267500,0.857,0.647,-4.152,0,0.391,0.553,95.982,2019-03-28,single
398,Otro Trago,1Ej96GIBCTvgH7tNX1r3qr,"('Sech', 'Darell')","('77ziqFxp5gaInVrF2lj4ht', '1TtXnWcUs0FCkaZDPGYHdf')",87,225933,0.747,0.7,-4.669,1,0.136,0.62,176.036,2019-04-19,album
399,I Don't Care (with Justin Bieber),0hVXuCcriWRGvwMV1r5Yn9,"('Ed Sheeran', 'Justin Bieber')","('6eUKZXaKkcviH0Ku9w2n3V', '1uNFoZAHBGtllmzznpCI3s')",85,219946,0.798,0.675,-5.041,1,0.0912,0.842,101.956,2019-07-12,album
400,6 Kiss,4mornSeZ21RwlrqcgLbULI,"('Trippie Redd', 'Juice WRLD', 'YNW Melly', 'Jamell Maurice Demons')","('6Xgp2XMz1fhVYe7i6yNAax', '4MCBfE4596Uoi2O4DtmEMz', '1cNDP5yjU5vjeR8qMf4grg', '450deFQC028npTLDpJ3peF')",49,198314,0.69,0.444,-10.062,1,0.128,0.192,142.039,2019-11-22,album
401,Reply (feat. Lil Uzi Vert),4t59cyfPphwb0scDRTrtKt,"('A Boogie Wit da Hoodie', 'Lil Uzi Vert')","('31W5EY0aAly4Qieq6OFu6I', '4O15NlyKLIASxsJ0PrXPfz')",53,183588,0.45,0.618,-6.521,0,0.0188,0.229,88.343,2019-11-14,single
402,Fantasias,6mAN61JH0dzyZpWslS11jy,"('Rauw Alejandro', 'Farruko')","('1mcTU81TzQhprhouKaTkpq', '329e4yvIujISKGKz1BZZbO')",92,199711,0.879,0.703,-4.219,1,0.143,0.788,94.004,2019-08-29,single
403,Afterglow,1SymEzIT3H8UZfibCs3TYi,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",78,223293,0.756,0.449,-8.746,1,0.13,0.399,111.011,2019-08-23,album
404,Leray,715gwKrHGyTZEpfYlUUBPT,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",38,122706,0.591,0.186,-12.315,1,0.812,0.309,132.81,2019-11-22,album
405,Who Needs Love,4csmLv2wmFixcKfvAJrRyK,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",38,158532,0.863,0.512,-7.138,0,0.711,0.854,109.01,2019-11-22,album
406,Love Sick,22jIW673OGPeCi1xQWG0Zd,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",37,177983,0.873,0.664,-7.779,0,0.443,0.689,119.01,2019-11-22,album
407,Hate Me,7jDFX2Nvv1BUQf2CxUbOSt,"('Trippie Redd', 'YoungBoy Never Broke Again')","('6Xgp2XMz1fhVYe7i6yNAax', '7wlFDEWiM5OoIAt8RSli8b')",35,144689,0.874,0.47,-7.285,1,0.476,0.598,120.947,2019-11-22,album
408,This Ain't That,5W1EndujXgxbSyjmrq202b,"('Trippie Redd', 'Lil Mosey')","('6Xgp2XMz1fhVYe7i6yNAax', '5zctI4wO9XSKS8XwcnqEHk')",36,207058,0.724,0.697,-4.912,1,0.0613,0.133,76.487,2019-11-22,album
409,Real Feel,7FNb9cufRgL7rpzCoAYeAy,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",36,258552,0.832,0.575,-5.686,1,0.228,0.444,74.506,2019-11-22,album
410,Love Me More,7fFnj4RwxMrE8VLN2kGKff,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",35,143712,0.645,0.552,-5.873,1,0.213,0.213,83.454,2019-11-22,album
411,Til The End of Time,19gariEvxsNZwse94K1aXp,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",34,174433,0.747,0.598,-6.904,0,0.177,0.495,119.991,2019-11-22,album
412,The Grinch,1dZNhqeeZLFFofmjkqUvNi,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",33,91288,0.664,0.505,-6.088,0,0.0869,0.248,163.006,2019-11-22,album
413,All For Me,3NMy9ENHOeDYc5raG5M6ye,"('Trippie Redd', 'Smokepurpp')","('6Xgp2XMz1fhVYe7i6yNAax', '21dooacK2WGBB5amYvKyfM')",34,164705,0.637,0.747,-5.899,1,0.61,0.579,76.42,2019-11-22,album
414,U Deserve It,4kRiFL7YTWeNhjzjW9fO6T,"('Trippie Redd', 'Chris King', 'Quanta')","('6Xgp2XMz1fhVYe7i6yNAax', '5am174Lmun3hIziU9H2p7H', '7AquKeSFztV1PahxFKVwJh')",33,244601,0.821,0.511,-7.376,1,0.512,0.472,109.992,2019-11-22,album
415,Sickening,4hjooixDBTNCA3q7tyXuxl,"('Trippie Redd', 'Tory Lanez')","('6Xgp2XMz1fhVYe7i6yNAax', '2jku7tDXc6XoB6MO2hFuqg')",34,193933,0.79,0.68,-4.647,1,0.0992,0.421,140.006,2019-11-22,album
416,Death,6F9Jk3keVxf1YjXZsmdL1v,"('Trippie Redd', 'DaBaby')","('6Xgp2XMz1fhVYe7i6yNAax', '4r63FhuTkUYltbVAg5TQnk')",32,172195,0.813,0.785,-5.923,0,0.0561,0.654,81.98,2019-11-22,album
417,M's,1B612HiRjheSfmbqyqhkac,"('Trippie Redd', 'Lil Yachty', 'Pi’erre Bourne')","('6Xgp2XMz1fhVYe7i6yNAax', '6icQOAFXDZKsumw3YXyusw', '3x3jSlhyv5CiCZDZlaTq0M')",32,113142,0.772,0.617,-4.287,1,0.741,0.726,140.073,2019-11-22,album
418,Can You Rap Like Me - Pt. 2,0ikW7tYxoF7Ry1u90acaB0,"('Trippie Redd', 'Chris King')","('6Xgp2XMz1fhVYe7i6yNAax', '5am174Lmun3hIziU9H2p7H')",32,131996,0.667,0.779,-8.104,1,0.121,0.611,102.727,2019-11-22,album
419,Abandoned,1OklvPyKzXdo7ymqqFs5VN,"('Trippie Redd', 'Mariah the Scientist')","('6Xgp2XMz1fhVYe7i6yNAax', '7HO5fOXE4gh3lzZn64tX2E')",31,240048,0.624,0.153,-8.488,1,0.926,0.427,129.763,2019-11-22,album
420,RMP,6tQ0gEMCQ9i5QBsBkNMYGD,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",31,129523,0.733,0.362,-5.307,1,0.286,0.0337,125.982,2019-11-22,album
421,The Jungle Book,6YUZneKOk7OSzo1Lpi8kZ3,"('Trippie Redd', 'Lil Wop')","('6Xgp2XMz1fhVYe7i6yNAax', '3VEfffCnIsuupIrnkgmVtu')",31,159489,0.691,0.586,-6.984,1,0.0363,0.0592,85.011,2019-11-22,album
422,Bust Down Deux,3LrX2xFnC52PfKLCyb83fv,"('Trippie Redd', 'Youv Dee')","('6Xgp2XMz1fhVYe7i6yNAax', '5P3mgWx3KvnURMhlVm5pMS')",32,135479,0.722,0.633,-4.95,1,0.103,0.361,155.96,2019-11-22,album
423,Chosen,5WJzxSmItHhTrdIBeoIvmp,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",30,188205,0.846,0.445,-7.107,1,0.535,0.569,116.937,2019-11-22,album
424,Aventura,37zdqI4r1gswIzczSBkRon,"('Lunay', 'Ozuna', 'Anuel AA')","('47MpMsUfWtgyIIBEFOr4FE', '1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66')",89,217129,0.729,0.726,-3.208,1,0.223,0.876,92.025,2019-10-25,album
425,Sucker,22vgEDb5hykfaTwLuskFGD,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",81,181026,0.842,0.734,-5.065,0,0.0427,0.952,137.958,2019-06-07,album
426,Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP,"('Khalid', 'John Mayer')","('6LuN9FCkKOj5PcnpouEgny', '0hEurMDQu99nJRq8pTxO14')",78,177066,0.729,0.545,-7.818,1,0.0174,0.514,103.012,2019-04-05,album
427,BRB,6XzfYkDC92LEazCUO63Znh,"('Luh Kel',)","('24CgJHK6T7C5OmUbiLLMjJ',)",75,158086,0.83,0.602,-5.964,0,0.155,0.714,110.005,2019-06-14,single
428,Out Of Luck,1ipyiYqvds0wcaFDTW6N4X,"('Lil Tecca',)","('4Ga1P7PMIsmqEZqhYZQgDo',)",76,163266,0.563,0.624,-8.271,1,0.0439,0.337,152.068,2019-08-30,album
429,Heartache Medication,6ZvAXIWw3rw8WR0Xlmifri,"('Jon Pardi',)","('4MoAOfV4ROWofLG3a3hhBN',)",74,209109,0.621,0.791,-3.343,1,0.0361,0.734,95.075,2019-05-20,single
430,Tempo (feat. Missy Elliott),6nBQFAIVFmAx2oZ8p6lUg6,"('Lizzo', 'Missy Elliott')","('56oDRnqbIiwx4mymNEv7dS', '2wIVse2owClT7go1WT98tk')",76,175342,0.833,0.722,-5.563,1,0.0573,0.588,107.019,2019-04-19,album
431,GRoCERIES,0yFvWTLs3iIwDbc91noXGT,"('Chance the Rapper', 'TisaKorean', 'Murda Beatz')","('1anyVhU62p31KFi8MEzkbf', '6lEhBhAv6HOopjXssi09cq', '3CbYyyd8wH3RT6t0jwpdzC')",75,226845,0.906,0.596,-5.88,0,0.0578,0.701,144.038,2019-05-17,single
432,iPHONE (with Nicki Minaj),3GX2hFAekmSduZzcS52OnR,"('DaBaby', 'Nicki Minaj')","('4r63FhuTkUYltbVAg5TQnk', '0hCNtLu0JehylgoiP8L4Gh')",75,191920,0.733,0.574,-6.409,0,0.243,0.305,159.987,2019-09-27,album
433,Won't Be Late (feat. Drake),2sqsNXfN0HtgDEgaHXiUTa,"('Swae Lee', 'Drake')","('1zNqQNIdeOUZHb8zbZRFMX', '3TVXtAsR1Inumwj472S9r4')",80,218709,0.915,0.588,-6.302,0,0.0824,0.329,123.936,2019-08-16,single
434,Con Calma,5w9c2J52mkdntKOmRLeM2m,"('Daddy Yankee', 'Snow')","('4VMYDCV2IEDYJArk749S6m', '3uZFBSsMiooimnprFL9jD1')",88,193226,0.737,0.86,-2.652,0,0.11,0.656,93.989,2019-01-24,single
435,Blame,6S5dMjMifQYmyTu1mX4f8P,"('Bryson Tiller',)","('2EMAnMvWE2eb56ToJVfCWs',)",76,127028,0.73,0.38,-8.558,0,0.0319,0.323,114.973,2019-07-26,single
436,needy,1TEL6MlSSVLSdhOSddidlJ,"('Ariana Grande',)","('66CXWjxzNUsdJxJ2JdwvnR',)",78,171573,0.647,0.309,-7.948,0,0.78,0.195,87.045,2019-02-08,album
437,Leave Me Alone,3EtyEzMpfKSaoVhPunvbRV,"('NF',)","('6fOMl44jA4Sp5b9PpYCkzz',)",77,308651,0.722,0.741,-3.72,1,0.249,0.46,162.11,2019-07-26,album
438,Body,7vxLj7MREliG5i5vSnqSVr,"('Summer Walker',)","('57LYzLEk2LcFghVwuWbcuS',)",75,193840,0.555,0.507,-6.099,0,0.25,0.339,137.875,2019-10-04,album
439,Indeciso,59s0s39NFWScuHDbHytI14,"('Reik', 'J Balvin', 'Lalo Ebratt')","('0vR2qb8m9WHeZ5ByCbimq2', '1vyhD5VmyZ7KMfW5gqLgo5', '1GAymyGBvB4gQy5Z5LZ1Wj')",90,217253,0.738,0.748,-4.902,1,0.182,0.896,94.949,2019-08-23,single
440,Live This Wild,5fmTiyocDfiXbUZ4SpdXRm,"('Lil Mosey',)","('5zctI4wO9XSKS8XwcnqEHk',)",77,122853,0.697,0.685,-7.005,1,0.14,0.808,94.06,2019-11-08,album
441,Out The Mud,2wZjsbwmWfNVslgV5afl1L,"('Lil Baby', 'Future')","('5f7VJjfbwm532GiveGC0ZK', '1RyvyyTE3xzB2ZywiAwp0i')",75,157816,0.746,0.497,-5.785,1,0.00944,0.25,160.051,2019-06-21,single
442,Amigo,2BULAwmRpScmZE7YOF07e5,"('Lil Tecca',)","('4Ga1P7PMIsmqEZqhYZQgDo',)",76,150093,0.774,0.669,-7.397,0,0.415,0.528,89.954,2019-08-30,album
443,Wish Wish (feat. Cardi B & 21 Savage),1Hd2XLitkt1PYCWSbfF5qV,"('DJ Khaled', 'Cardi B', '21 Savage')","('0QHgL1lAIqAw0HtD7YldmP', '4kYSro6naA4h99UJvo89HB', '1URnnhqYAYcrqrcwql10ft')",76,202625,0.861,0.666,-5.18,0,0.00218,0.853,145.041,2019-05-17,album
444,What A Time (feat. Niall Horan),5WtfUKzXircvW8l5aaVZWT,"('Julia Michaels', 'Niall Horan')","('0ZED1XzwlLHW4ZaG4lOT6m', '1Hsdzj7Dlq2I7tHP7501T4')",80,173306,0.518,0.467,-6.184,1,0.662,0.386,132.854,2019-01-24,single
445,Behind Barz - Bonus,4B7fTyj1FIPvP9tT5X3DnR,"('Drake',)","('3TVXtAsR1Inumwj472S9r4',)",78,163120,0.854,0.554,-4.684,1,0.769,0.272,142.069,2019-09-13,single
446,Ruthless (feat. Jay Critch),395WRTyNwMGx80cDXqg6vM,"('Lil Tjay', 'Jay Critch')","('6jGMq4yGs7aQzuGsMgVgZR', '6Av6GMCOznZIlHuNcBWgf4')",74,244573,0.521,0.592,-9.801,1,0.0489,0.356,129.754,2019-10-11,album
447,All Over Again,0bNVNlZSHj3xSuMJWfzxuT,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,208880,0.5,0.85,-5.372,1,0.00563,0.561,156.964,2019-11-08,album
448,Whip A Tesla,6nsyYPCDUSacgXci9mvWln,"('Yung Gravy', 'bbno$')","('2YOYua8FpudSEiB9s88IgQ', '41X1TR6hrK8Q2ZCpp2EqCz')",77,153733,0.814,0.527,-7.001,0,0.179,0.54,170.063,2019-05-31,album
449,Undrunk,1Pj5oOFzLYELyyeh1IYRK0,"('FLETCHER',)","('5qa31A9HySw3T7MKWI9bGg',)",77,183428,0.613,0.579,-6.484,1,0.489,0.551,91.863,2019-08-16,single
450,Feel Special,0u7aRGM7YmvtsmG5NSrNsO,"('TWICE',)","('7n2Ycct7Beij7Dj7meI4X0',)",84,206868,0.709,0.959,-1.339,1,0.0296,0.644,128.983,2019-09-23,album
451,Nothing Like You,5ppDdMho96v8gdDm7HKEbK,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",73,196320,0.62,0.443,-7.984,1,0.355,0.339,141.976,2019-11-08,album
452,Caught Up (feat. Khalid),1opARDDYaOeE1QUdwXmBGu,"('Majid Jordan', 'Khalid')","('4HzKw8XcD0piJmDrrPRCYk', '6LuN9FCkKOj5PcnpouEgny')",77,247546,0.678,0.438,-8.847,0,0.29,0.501,81.498,2019-07-24,single
453,In Your Arms (with X Ambassadors),70YPzqSEwJvAIQ6nMs1cjY,"('ILLENIUM', 'X Ambassadors')","('45eNHdiiabvmbp4erw26rg', '3NPpFNZtSTHheNBaWC82rB')",77,220730,0.404,0.806,-4.75,1,0.198,0.112,148.036,2019-08-16,album
454,fast,1FOINGDWa0dPgCpMabLT4Y,"('Sueco the Child',)","('4iDroUFo89Y7YBsdDTBmTD',)",77,144000,0.861,0.599,-7.814,0,0.182,0.527,100.026,2019-09-20,album
455,Bang Bang,66FltlEV09mPJYAyfYm8De,"('YNW Melly',)","('1cNDP5yjU5vjeR8qMf4grg',)",66,260333,0.657,0.522,-7.632,1,0.156,0.442,179.687,2019-11-22,single
456,No One Compares To You,4cZ3UsiKd1kUQIaq4BFIj2,"('Jack & Jack',)","('1INuLZXjjVbcJRyWvD1iSq',)",81,182920,0.7,0.748,-6.044,1,0.127,0.631,111.939,2019-01-25,album
457,"Leave Em Alone (Layton Greene, Lil Baby feat. City Girls, PnB Rock)",6Vdyu21iT8qScU1haSjWUU,"('Quality Control', 'Layton Greene', 'Lil Baby', 'City Girls', 'PnB Rock')","('6i392l38cR3uBPF0DbNs7S', '02ZtVIjKL1PYLlMmP1sz0h', '5f7VJjfbwm532GiveGC0ZK', '37hAfseJWi0G3Scife12Il', '21WS9wngs9AqFckK7yYJPM')",74,171646,0.76,0.755,-4.735,0,0.0163,0.517,101.993,2019-08-16,album
458,The Search,2OKo7g3KfmCt3kyLvUAL0g,"('NF',)","('6fOMl44jA4Sp5b9PpYCkzz',)",77,248040,0.789,0.786,-4.788,1,0.596,0.39,119.957,2019-05-30,single
459,Cover Me Up,47yypFbq6fu3yUvFoaf2UN,"('Morgan Wallen',)","('4oUHIQIBe0LHzYfvXNW4QM',)",73,292662,0.461,0.437,-8.285,1,0.235,0.194,128.132,2019-04-05,single
460,Tutu,1nocRtwyNPVtGcIJqfgdzZ,"('Camilo', 'Pedro Capó')","('28gNT5KBp7IjEOQoevXf9N', '4QVBYiagIaa6ZGSPMbybpy')",91,178613,0.731,0.832,-2.592,1,0.273,0.94,146.013,2019-08-09,single
461,Magic,7qRBXrTLfhdyG7bi6DuURv,"('Yung Gravy',)","('2YOYua8FpudSEiB9s88IgQ',)",75,177653,0.791,0.718,-6.343,0,0.0541,0.422,108.047,2019-05-31,album
