,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
7228,Slow Dance (feat. Ava Max) - Sam Feldt Remix,2wenGTypSYHXl1sN1pNC7X,"('AJ Mitchell', 'Ava Max', 'Sam Feldt')","('6dn6x1XOng3LOAnfTjUn77', '4npEfmQ6YuiwW1GpUmaq3F', '20gsENnposVs2I4rQ5kvrf')",68,193.548,0.732,0.85,-5.999,1,0.114,0.372,124.024,single
7229,Historia De Los Barrios,30D57KzZN77jlSkMpVGELy,"('Herencia de Patrones',)","('1Q6SZxTvaE3HhslV0iXbI6',)",57,158.25,0.58,0.739,-3.714,0,0.613,0.904,169.975,album
7230,A Cruel Angel's Thesis - Director's Edit Version,57MPlXPzzMql6fTyldNAxe,"('Shiro Sagisu', 'Yoko Takahashi')","('5k3NfhEeZHpouIGDpjKOPo', '2RSmBT9gH02j53dMSw982t')",57,245.093,0.646,0.676,-9.477,0,0.0339,0.59,128.128,album
7231,Somebody's Girl,2NeDBEgUv6SbsFLFZC06dZ,"('Berner', 'T3R Elemento')","('2lrtGWxNXWjd0JzDLKXubI', '34nbQa7Hug9DYkRJpfKNFv')",49,202.875,0.733,0.788,-7.354,0,0.128,0.582,95.096,album
7232,Cosas De La Clika,6ZyRBFspc4a4seZam5Hi8Z,"('Herencia de Patrones',)","('1Q6SZxTvaE3HhslV0iXbI6',)",57,136.747,0.531,0.787,-3.591,0,0.454,0.923,115.751,album
7233,Mejores Amigos,7tQ24skemknA6PPh6gwFi1,"('Yera', 'Morat')","('1vrahybrKylgwkjhbmOz94', '5C4PDR4LnhZTbVnKWXuDKD')",77,205.369,0.624,0.74,-6.965,1,0.156,0.905,89.983,single
7234,Pups (feat. A$AP Rocky),7vYGVlZg0PqUsClnOqhK5q,"('A$AP Ferg', 'A$AP Rocky')","('5dHt1vcEm9qb8fCyLcB3HL', '13ubrt8QOOCPljQ2FL1Kca')",59,148.733,0.52,0.742,-5.488,0,0.00766,0.438,117.864,album
7236,Giannis (feat. Anderson .Paak),0jc0dX55DtUJaHRw8rreNd,"('Freddie Gibbs', 'Madlib', 'Anderson .Paak')","('0Y4inQK6OespitzD6ijMwb', '5LhTec3c7dcqBvpLRWbMcf', '3jK9MiCrA42lLAdMGUZpwa')",59,198.906,0.657,0.839,-5.62,1,0.0715,0.525,90.448,album
7237,Revenge - Remix,2GO3CaepDf3I1UcdPNCWbv,"('Tryhardninja', 'Approaching Nirvana')","('0B7Y5KDNScTBzeN7DY74YG', '3sS2Q1UZuUXL7TZSbQumDI')",61,262.5,0.742,0.713,-6.552,0,0.0718,0.476,119.919,single
7238,After That (feat. Lil Wayne),6ZyGbXhAdXKBDGo0rS2G2R,"('Future', 'Lil Wayne')","('1RyvyyTE3xzB2ZywiAwp0i', '55Aa2cqylxrFIXC767Z865')",58,176.893,0.525,0.675,-5.262,0,0.0229,0.526,68.811,album
7239,Pink & Blue (RAC Mix),3rxYhGVE6GHQyAy4CdGfq1,"('Tycho', 'Saint Sinner', 'RAC')","('5oOhM2DFWab8XhSdQiITry', '0DoWlk1NzQp1VWVFtZOb8Y', '4AGwPDdh1y8hochNzHy5HC')",54,217.271,0.671,0.721,-7.378,1,0.131,0.448,118.043,single
7240,No Jewelry,5zIxaj7kkHwJs9ZXHVR0WC,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",55,125.977,0.911,0.56,-7.68,1,0.0238,0.495,130.039,album
7241,Haunted Heart,7qcanNUZ2M1kfBPuzHHVgj,"('Christina Aguilera',)","('1l7ZsJRRS8wlW3WfJfPfNS',)",63,166.974,0.501,0.388,-7.368,0,0.539,0.392,179.83,single
7242,Title,5BxD0HxuIyvEtpAuIbY4XS,"('Kiana Ledé',)","('7jZMxhsB8djyIbYmoiJSTs',)",60,145.946,0.682,0.681,-6.997,1,0.388,0.516,87.469,single
7243,This View,4O7caZhpneiM52gAlCsTpq,"('Surfaces',)","('4ETSs924pXMzjIeD6E9b4u',)",57,162.406,0.812,0.769,-5.581,1,0.0936,0.782,133.023,album
7244,Caffeine,0wEPue9rjGWgvRYNgvsUfw,"('Lolo Zouaï',)","('2qDIR2WlcW3llkGqJWg9VJ',)",59,159.733,0.746,0.657,-5.965,0,0.576,0.545,155.955,album
7245,Out For Blood,4x241uAmPrxKZdCZKt2r5t,"('Sum 41',)","('0qT79UgT5tY4yudH9VfsdT',)",61,216.571,0.553,0.868,-4.186,0,7.35e-05,0.5,140.047,single
7246,Bad Bitch,54whq0j0SDD98yUdQWFMjM,"('Yungeen Ace',)","('7hj7ffJe6UkF1gsMpuweSI',)",55,135.263,0.835,0.577,-6.735,0,0.0577,0.544,86.046,single
7247,Our Son,1dsVIoiV96Goqv1jGbJySI,"('Al Foster',)","('4PqV4TEgVltnn4N47ODKV6',)",62,162.28,0.482,0.101,-18.914,0,0.965,0.189,105.719,album
7248,Body And Soul,7bgaEVnbq1tNFvhVBl6lte,"('Leigh Daniels',)","('1ieFgrCmKWj5ryTlo8TMWC',)",61,206.5,0.4,0.047,-23.934,1,0.994,0.0561,63.339,single
7250,Twist,7rbVQAeKbC37aU45N5GOVC,"(""Lorkin O'Reilly"",)","('4NQg2mwGxphbDjrkc1Rb6l',)",60,186.157,0.54,0.0774,-19.275,1,0.923,0.23,81.018,single
7251,Reminiscence Of Innocence,2AV90A6Qwgn47bZhHh8ys0,"('Ossie Woods',)","('2RNWon12U1hD0DZNKPwXVl',)",63,126.705,0.442,0.0961,-24.556,1,0.994,0.548,71.272,single
7252,Don't Pretend,78P2cNBhbdjXWIRYuEXkV6,"('Khalid', 'SAFE')","('6LuN9FCkKOj5PcnpouEgny', '3bnpcWBcvlfq4hPFJjNPbz')",61,165.84,0.697,0.551,-8.833,1,0.258,0.219,89.0,single
7253,Deja Vu (feat. Jay-Z) - Homecoming Live,7Id9WVdUZXIK1jchXxvRH3,"('Beyoncé', 'JAY Z')","('6vWDO969PvNqNYHIOW5v0m', '3nFkdlSjzX9mRTtwJOzDYB')",63,289.79,0.771,0.684,-8.742,1,0.00534,0.154,105.968,album
7254,To Hell & Back,226TUHo7YO5d5ceR0sg1aG,"('Maren Morris',)","('6WY7D3jk8zTrHtmkqqo5GI',)",56,195.586,0.463,0.71,-7.051,1,0.148,0.44,78.144,album
7256,No Such Thing,6UpCNcYmYBrkqbNQAR9U3H,"('Sara Bareilles',)","('2Sqr0DXoaYABbjBo9HaMkM',)",59,237.388,0.677,0.45,-9.352,1,0.287,0.432,119.912,album
7257,Telepathy,6wHU6eEdsYfw8HS5Ybg9DJ,"('Jai Wolf',)","('24V5UY0nChKpnb1TBPJhCw',)",57,229.906,0.476,0.871,-3.996,1,0.00123,0.104,90.002,album
7258,"Duniyaa (From ""Luka Chuppi"")",2tjWCe2W7sgvS3C8NHcdtI,"('Akhil', 'Dhvani Bhanushali', 'Abhijit Vaghani', 'Bob')","('6zZrFenNe3YPttxZsnQQs1', '1OPqAyxsQc8mcRmoNBAnVk', '70voqWnL1gpuxodufMgBt4', '69TcMkhvenAeokIhBGIUCQ')",71,222.5,0.435,0.658,-5.949,0,0.699,0.524,77.17,single
7259,Easy (feat. 6LACK),5iBO5vBRL92ytdwgZCjydX,"('Next Town Down', '6LACK')","('2jJCk4fs0irQjjrG0Yo4I9', '4IVAbR2w4JJNJDDRFP3E83')",60,204.454,0.769,0.304,-5.87,1,0.485,0.487,81.008,single
7260,Lower Body (feat. Davido),2jARcMhrTB54EH2VxNvWpW,"('Chris Brown', 'DaVido')","('7bXgB6jMjp9ATFy66eO08Z', '0Y3agQaa6g2r0YmHPOO9rh')",63,183.826,0.786,0.623,-4.959,1,0.0367,0.281,110.112,album
7261,Con Un Porte Fino,0OQkU6xtmJtSHTQFiXfeah,"('Natanael Cano',)","('0elWFr7TW8piilVRYJUe4P',)",60,236.88,0.51,0.658,-8.235,0,0.00234,0.699,104.244,album
7262,Quarter Past Midnight,0Tl408cie1ksydV7s6KuWD,"('Bastille',)","('7EQ0qTo7fWT7DPxmxtSYEc',)",63,199.213,0.54,0.779,-5.753,1,0.33,0.498,77.497,album
7263,"Endless Love - From ""The Endless Love"" Soundtrack",29x3sNCl4GHPV4Bax0Uq3n,"('Lionel Richie', 'Diana Ross')","('3gMaNLQm7D9MornNILzdSl', '3MdG05syQeRYPPcClLaUGl')",0,268.293,0.461,0.275,-12.331,1,0.745,0.124,93.126,album
7264,"Say You, Say Me",2gX7e6vTLQ9RgJNj5Vslpp,"('Lionel Richie',)","('3gMaNLQm7D9MornNILzdSl',)",0,242.453,0.632,0.408,-10.858,1,0.356,0.23,128.042,album
7268,Baby Shower,5WFP3NN1e2tUoRLqXA87Z3,"('Jamz', 'Lil Baby', 'DaBaby')","('17GeydX8btWzaDPqbwoHOC', '5f7VJjfbwm532GiveGC0ZK', '4r63FhuTkUYltbVAg5TQnk')",56,188.371,0.88,0.496,-8.391,0,0.0212,0.651,129.922,single
7269,Be Fine (feat. Wafia),5jR7e3KPKVq54PC63Bcgky,"('Ekali', 'Wafia')","('0Y0QSi6lz1bPik5Ffjr8sd', '0FL2d6iFFNAV3yBUbXjZ1U')",59,159.661,0.51,0.675,-6.717,0,0.199,0.439,180.094,single
7270,Way Too Pretty for Prison (with Maren Morris),6ZShReTf4SiT7LYXnRCks0,"('Miranda Lambert', 'Maren Morris')","('66lH4jAE7pqPlOlzUKbwA0', '6WY7D3jk8zTrHtmkqqo5GI')",56,194.08,0.51,0.903,-3.898,1,0.0335,0.709,165.74,album
7271,Always There,2xQJwReGvxioWM9jeehAEh,"('Greta Van Fleet',)","('4NpFxQe2UvRCAjto3JqlSl',)",61,322.0,0.399,0.881,-5.265,1,0.252,0.37,172.634,single
7272,Haze,1tS0eIgirDFLk68hHFv7Oq,"('G Mills', 'Kyle McEvoy')","('0djvqMepj2XkHfvWTqkH1N', '6rRqxCKHpl9C5Imf2uinft')",60,183.124,0.58,0.335,-9.929,1,0.591,0.162,69.836,album
7273,"Gurenge (From ""Demon Slayer: Kimetsu no Yaiba"")",19Qu5BOV1Y8nDrzgYavYdB,"('Akano',)","('7i3eGEz3HNFnPOCdc7mqoq',)",62,89.783,0.656,0.654,-7.031,1,0.0276,0.612,135.044,single
7274,Love Again,29VCeUfeNgOzgWPvEQN9xm,"('Brandy', 'Daniel Caesar')","('05oH07COxkXKIMt6mIPRee', '20wkVLutqVOYrc0kxFs7rA')",60,214.277,0.494,0.471,-5.36,0,0.42,0.545,101.637,single
7275,Good Woman,5VRm0sILEKd077c76x61PU,"('Maren Morris',)","('6WY7D3jk8zTrHtmkqqo5GI',)",57,211.413,0.35,0.436,-6.933,1,0.0922,0.284,131.716,album
7276,BLUE CELLOPHANE,0tpsGNKhQwqTlj2XZ03ql2,"('BabyJake',)","('07Asx51VtMw5kbNXKrpZlq',)",57,181.2,0.684,0.457,-8.383,1,0.481,0.35,114.987,single
7277,Out of My Hands,1qRDrHtcdLAKiryk0jPtmY,"('SHY Martin',)","('7eCmccnRwPmRnWPw61x6jM',)",65,203.089,0.65,0.561,-6.584,0,0.0627,0.537,132.941,single
7278,4x4ever,4bMsb9CROmDYa5ngBynRXT,"('Mamamoo',)","('0XATRDCYuuGhk0oE7C0o5G',)",62,184.573,0.625,0.865,-2.893,0,0.169,0.585,128.103,album
7279,Hard To Leave,5q5pDqPzNjMK0jnlLb9vU4,"('Riley Green',)","('2QMsj4XJ7ne2hojxt6v5eb',)",55,215.373,0.547,0.526,-5.985,1,0.0189,0.345,141.951,album
7280,Y’all Boys,1NJnv7vvUZ5xM1DIWbngmN,"('Florida Georgia Line', 'HARDY')","('3b8QkneNDz4JHKKKlLgYZg', '5QNm7E7RU2m64l6Gliu8Oy')",57,152.28,0.631,0.856,-3.799,1,0.425,0.753,114.932,album
7281,Sunbleached Memory,6JVIfxPhQXAyPcA2Ro94HX,"('Toledo Rains',)","('76uaa6flgNHI5elCp0ssBF',)",60,155.352,0.354,0.104,-25.589,1,0.645,0.0655,138.066,single
7282,Highs and Lows,0ZxY3V9miXeKIeKS3hgjCI,"('Lil Skies',)","('7d3WFRME3vBY2cgoP38RDo',)",57,174.602,0.819,0.756,-6.962,1,0.0102,0.36,109.996,album
7283,El Agricultor,1JAak9XVWbVpxqcxUBXik7,"('Los Tucanes De Tijuana', 'Tapy Quintero')","('014WIDx7H4BRCHB1faiisK', '1CTYCiBGcZTsZBzYoa4pxM')",0,154.762,0.673,0.843,-4.282,1,0.186,0.93,209.052,single
7284,Blind (feat. A Boogie Wit da Hoodie),0ZefuVw7pe5SNNqHNU6Vf4,"('Gucci Mane', 'A Boogie Wit da Hoodie')","('13y7CgLHjMVRMDqxdx0Xdo', '31W5EY0aAly4Qieq6OFu6I')",58,213.957,0.767,0.536,-8.012,0,0.0788,0.591,95.074,album
7285,Farvel til sommeren,2xgBsQS1gpI57AJB5aQg2y,"('Nansen Christoffersen',)","('4EG2PN3O2mm649IWzUex7B',)",63,123.5,0.312,0.103,-22.316,1,0.989,0.227,168.868,single
7286,I'm Just Your Problem,7FVSwj41xO0BAnvilVmQBr,"('Adventure Time', 'Olivia Olson')","('3Op7D6tFVJCOHW6EAV0ck1', '5Jz3hRmQLFa6dwHoKcPtSW')",58,116.811,0.526,0.237,-16.222,1,0.812,0.375,89.724,album
7287,Too Sad To Cry,3CRtbOoAP82y0VbPO5j1ft,"('Sasha Sloan',)","('4xnihxcoXWK3UqryOSnbw5',)",62,208.986,0.496,0.27,-9.932,1,0.843,0.234,121.52,single
7288,Hubiera Sido Como Tú - Versión Ranchera,4iWuAGM52uNY2PaTwjYRd8,"('Banda El Recodo',)","('6AcOTCYBMvjKYy4zms0kaC',)",36,171.866,0.676,0.531,-5.056,0,0.487,0.866,148.04,single
7290,I'll Be There,4jgCDh6JCkw2kEYuIyNxzI,"('Walk Off the Earth',)","('6jEiUoyyJNPHzSR0Nib6HX',)",64,169.354,0.698,0.674,-5.576,1,0.288,0.447,94.99,single
7291,Supply & Demand,0tsUIJakq2RksuC1YixAHX,"('Wilder Woods',)","('26DytDdxKgr9N0tdrBSLs2',)",59,196.451,0.492,0.804,-5.053,1,0.0273,0.574,159.956,album
7293,Love Her Like She's Leaving,7IPpDD19VN2ptiIjR4VxOh,"('Jon Pardi',)","('4MoAOfV4ROWofLG3a3hhBN',)",55,191.044,0.484,0.598,-6.715,1,0.468,0.582,177.901,album
7294,Bla Bla Bla,54u4iO3wLKlDgoCtKfacjs,"('Los Chavalos De La Perla',)","('5w2CwSVYz9o6NUY4RgpCCO',)",59,151.164,0.501,0.63,-11.51,1,0.286,0.962,160.143,single
7295,Flows,7k4fn2FDvkXyEpZeXHYYWV,"('Sheff G', 'Sleepy Hallow')","('1tG7s7S4sq2eFFW0QZyLbm', '6EPlBSH2RSiettczlz7ihV')",57,153.521,0.841,0.481,-8.165,0,0.269,0.822,137.973,album
7296,Too High to Cry,1YP7XWU2ShAIKpO9Hlobmk,"('Koe Wetzel',)","('1Tie3AZgLQZqYEp8Fv4zOZ',)",54,389.972,0.443,0.434,-8.239,1,0.206,0.111,114.978,album
7297,21,1u59LusHrE1Z3NgR0bJuHb,"('H.E.R.',)","('3Y7RZ31TRPVadSFVy1o8os',)",60,195.572,0.555,0.723,-8.133,1,0.468,0.523,82.224,single
7298,Breakdown (feat. Mac P Dawg),52iXpkU3eRuKPqls4D07kt,"('Shoreline Mafia', 'Mac P Dawg')","('4tYSBptyGeVyZsk8JC4JHZ', '2hqHlO8aoE7LqjTAdDcGGK')",56,182.666,0.912,0.48,-9.601,1,0.00134,0.367,99.947,single
7299,Bebesita,69XHHNUwwgm7I0dlfqaGJS,"('KAROL G',)","('790FomKkXshlbRYZFtlgla',)",65,185.053,0.714,0.826,-3.897,0,0.319,0.742,91.997,album
7300,Ashamed,1bZmbsNqOkfvGGAikytuW2,"('Omar Apollo',)","('5FxD8fkQZ6KcsSYupDVoSO',)",56,204.213,0.655,0.451,-4.711,1,0.483,0.587,91.036,album
7301,Upperdrugs,1282B1Jq5ouCDAK7JINkLF,"('Highly Suspect',)","('2pqd3HsfsvcBGtHvPOg6eg',)",58,316.198,0.478,0.747,-3.611,1,0.00697,0.152,120.04,album
7302,Like Key,3g0KV8yrc5HcbPJQkhKcah,"('Key Glock',)","('0RESbWvOMyua0yuyVrztJ5',)",56,142.32,0.898,0.601,-4.938,1,0.00135,0.252,134.976,album
7304,Stay and Wander,0Hm8vke3rwzGKm5sBpY762,"('Tom Doolie', 'Cap Kendricks')","('4C7NcNb9V6lakzMGHQlm8i', '3Nc3vycu3NLmfOLxGKPXLj')",63,112.0,0.652,0.425,-12.598,1,0.875,0.588,87.007,album
7305,Mumbai Power,2beor6qrB0XJxW1CM6X9x2,"('Skrillex', 'BEAM')","('5he5w2lnU9x7JFhnwcekXX', '46MWeeHNVMYRIIofQBEX98')",61,158.571,0.75,0.931,-5.166,1,0.00168,0.472,140.151,single
7306,The Red Baron,78EgbJmQUvd6B3Z2L7JD54,"('Sabaton',)","('3o2dn2O0FCVsWDFSh8qxgG',)",61,202.333,0.404,0.97,-5.853,0,0.0257,0.196,95.047,album
7307,Don't Call Me Up - R3HAB Remix,0goj2jVaUvxQP2zsyt7Xol,"('Mabel', 'R3HAB')","('1MIVXf74SZHmTIp4V4paH4', '6cEuCEZu7PAE9ZSzLLc2oQ')",71,153.333,0.752,0.812,-4.41,0,0.287,0.58,108.05,single
7308,Temporary Lover (feat. Lil Jon),1fct779BBPO4lGUR5351eT,"('Chris Brown', 'Lil Jon')","('7bXgB6jMjp9ATFy66eO08Z', '7sfl4Xt5KmfyDs2T3SVSMK')",59,197.44,0.651,0.659,-5.417,1,0.00608,0.572,105.055,album
7311,Show Yourself,1rbTP4NNDXn1WUogssrdsg,"('Idina Menzel', 'Evan Rachel Wood')","('73Np75Wv2tju61Eo9Zw4IR', '3MyB0MyKec3Jq0AH2llk7v')",7,260.906,0.321,0.427,-7.053,1,0.749,0.173,123.236,album
7312,When You Leave - Breathe Carolina Remix,5y8Yvxc2Y1gIBSQCwlSh0p,"('Nikki Vianna', 'Matoma', 'Breathe Carolina')","('5YyGLejM00snCF1RJKlocJ', '4YXycRbyyAE0wozTk7QMEq', '53M4Iv2RkzzxFFvW2B1jhC')",63,155.08,0.679,0.909,-2.929,1,0.0334,0.819,119.885,single
7313,You Don't Even Know Me,4wk9RMAmnUqFdgpBjplA4g,"('Faouzia',)","('5NhgsV7qPWHZqYEMKzbYvo',)",66,179.396,0.577,0.663,-4.788,0,0.244,0.338,165.938,single
7315,Baby Boy - Homecoming Live,06iMNM7Q9kX93yBKXb7K8H,"('Beyoncé',)","('6vWDO969PvNqNYHIOW5v0m',)",63,92.162,0.702,0.817,-8.644,1,0.00646,0.694,100.003,album
7316,High Hopes,1BLQ9Ms6x4EkXrIhmI7IT2,"('Kidz Bop Kids',)","('1Vvvx45Apu6dQqwuZQxtgW',)",56,192.0,0.648,0.775,-5.402,0,0.29,0.753,81.998,album
7317,Call Me Joker,257SoE95qEweGItCB9Q5rE,"('Hildur Guðnadóttir',)","('2lD1D6eEh7xQdBtnl2Ik7Y',)",65,288.8,0.199,0.319,-14.43,1,0.00513,0.0462,120.772,album
7318,The Way It Is,57lnsGWRX8IJ6TItujg315,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",43,162.638,0.829,0.667,-6.97,0,0.0131,0.37,155.105,album
7319,Black Hole Sun,2x5cekxLZVVhu0FdCfIXlR,"('Danny Flair',)","('7q6R455q0Gt49HwtNxvKJS',)",60,168.503,0.501,0.0393,-21.198,1,0.995,0.151,98.912,single
7321,Deja Vu,7uvW1F97LfVbOF6bzHs3nO,"('DREAMCATCHER',)","('5V1qsQHdXNm4ZEZHWvFnqQ',)",65,224.76,0.613,0.667,-5.363,0,0.0627,0.486,89.946,single
7323,Pacific Parc,1tDZO0ohKGDhKSYO1Ng1UI,"('Fona', 'Styn')","('1Z9Kmnj7PimziF4URnIzL2', '0vTPGCQGp2pkRUCXF8gEXd')",58,101.955,0.664,0.236,-16.08,1,0.878,0.315,73.017,single
7324,I'm Like A Bird,2liQg5lQ9hKpPTgwhQ98Ts,"('Nelly Furtado',)","('2jw70GZXlAI8QzWeY2bgRc',)",0,244.093,0.62,0.601,-5.138,1,0.133,0.625,89.642,album
7325,Say It Right - Main,5Fnr1LU0dxgOdtWEw40R6p,"('Nelly Furtado',)","('2jw70GZXlAI8QzWeY2bgRc',)",0,223.52,0.873,0.869,-6.238,1,0.047,0.798,116.943,album
7326,Maneater,6gUoxrsqWiD1pqzBC7HAFm,"('Nelly Furtado',)","('2jw70GZXlAI8QzWeY2bgRc',)",0,258.413,0.72,0.777,-4.808,1,0.036,0.728,66.4,album
7327,"Good to Be Bad - From ""Descendants 3""",3EJhGXM0fa6nVb6MfgTauX,"('Dove Cameron', 'Sofia Carson', 'Booboo Stewart', 'Cameron Boyce', 'Jadah Marie', 'Anna Cathcart')","('2W8yFh0Ga6Yf3jiayVxwkE', '7bp2lSdh12wcA8LyB1srfJ', '4A6cd63FWHbCLqk9mtGUZZ', '4uBD3fsHzb3IpOTGpicsbH', '3hAR5VO7T6QRfivYreeXmz', '0QFetakbVZD86mLaPGJy9Z')",63,189.868,0.842,0.893,-5.651,0,0.104,0.65,116.304,single
7329,Marion,6eICehJWzcEk2880W6Apif,"('Bon Iver',)","('4LEiUm1SRbFMgfqnQTwUbQ',)",60,141.666,0.297,0.0682,-13.147,1,0.938,0.235,79.694,album
7331,Chanel Slides (feat. Kash Doll),0Q7oKGmOMygeemUaUr6lYJ,"('Dreezy', 'Kash Doll')","('7gWumE1wMALHXANLSIt054', '3u579Gdap91lMptBSdXTpf')",57,174.176,0.809,0.535,-6.186,1,0.0057,0.226,146.224,album
7332,Art of War,5PyU0SgdNISaDBATx7Kxkn,"('Berner', 'Cozmo')","('2lrtGWxNXWjd0JzDLKXubI', '3irupVLy35mosxBZXJZuJl')",49,170.936,0.526,0.526,-10.558,1,0.691,0.536,169.373,album
7333,Harder Than Hard,6jFAmWGSZ9tXBbdn83xOEv,"('NoCap',)","('4PNHuWkk4ee6R8WEhFVPf5',)",43,146.651,0.785,0.764,-6.829,0,0.0403,0.767,158.313,album
7334,Pray ft. Kameron Alexander (Blanke Remix),6BzTAVtYRHbEx6gQ1yMwZJ,"('ILLENIUM', 'Kameron Alexander', 'Blanke')","('45eNHdiiabvmbp4erw26rg', '0cyOzsWB2kB6JpGkm0O4aw', '59Yq0xrABEihHANsfo9QMT')",57,228.658,0.484,0.619,-5.581,0,0.0087,0.345,163.965,single
7335,El Chamaquito,7n6GRe3u1y7UYSXk3LUt9q,"('Dan Sanchez', 'Natanael Cano')","('1yPvnL2XGGehNiOGWzcAAG', '0elWFr7TW8piilVRYJUe4P')",59,115.829,0.724,0.783,-6.824,0,0.527,0.788,115.027,album
7336,i don't miss u,5WgdCkTa3l9GznpPQaQH6W,"('Caro',)","('2HysMkOtaumKooHYAlE7wd',)",60,178.895,0.407,0.292,-7.621,1,0.855,0.0772,78.412,album
7337,Ahora,3KzYmqQrKd7tGF10LarU5U,"('Christian Nodal',)","('0XwVARXT135rw8lyw1EeWP',)",62,137.32,0.548,0.473,-4.357,1,0.635,0.603,150.084,album
7339,Shibuya,5G7602PyF33hYDi4utEpoZ,"('Free Nationals', 'Syd')","('4596e2d3KmYzAeVenjCxfj', '3jk39CGeaaSO3FPKNx1RUx')",59,144.515,0.743,0.519,-11.383,0,0.137,0.737,93.005,single
7341,MIST,52PCrf2tqml44bWLNT58hF,"('ATEEZ',)","('68KmkJeZGfwe1OUaivBa2L',)",61,199.026,0.565,0.831,-2.758,1,0.0818,0.361,127.992,album
7342,Fuck Yo Man,0clRkzOXPz2vhS19836t9i,"('King Von',)","('6QtgPSJPSzcnn7dPZ4VINp',)",55,180.0,0.872,0.595,-7.85,1,0.41,0.589,136.897,album
7343,Neneng B,0BaMZMMEG7GWrUYsoGw8Yg,"('Nik Makino', 'Raf Davis')","('3lFMRWaEWZlfXdBig97kks', '060TqET6tyyfAQLXDyIDD8')",78,358.015,0.848,0.447,-10.56,0,0.24,0.353,117.959,album
7344,"Bagatelle No. 25 in A Minor, ""Für Elise"", WoO 59",0H2VhGUC3P3hvwz8rdGIpC,"('Ludwig van Beethoven', 'Lang Lang')","('2wOqMjp9TyABvtHdOSOTUS', '1YZhNFBxkEB5UKTgMDvot4')",63,203.655,0.23,0.0487,-27.675,1,0.986,0.101,134.839,single
7345,BLIND FOR LOVE,4bUkJxCgAY9e9Tb0r4vOoy,"('AB6IX',)","('4y0wFJ5jmCUNRLZfsw1I7g',)",67,216.991,0.752,0.829,-4.471,0,0.0175,0.528,122.062,album
7346,Live Before I Die - Naughty Boy x Mike Posner,0f1Bbw3vYkaudQbUNoNCdO,"('Naughty Boy', 'Mike Posner')","('1bT7m67vi78r2oqvxrP3X5', '2KsP6tYLJlTBvSUxnwlVWa')",61,213.825,0.575,0.622,-7.513,1,0.44,0.149,105.051,single
7347,Joanna,50MCdJc0nw3DMnzmIJkEwi,"('JoJo',)","('5xuNBZoM7z1Vv8IQ6uM0p6',)",59,128.302,0.445,0.252,-10.139,0,0.924,0.344,169.459,single
7348,Door,5YIVVzQcJG7pFhyNo0Ytlh,"('Caroline Polachek',)","('4Ge8xMJNwt6EEXOzVXju9a',)",57,322.562,0.684,0.438,-8.309,1,0.222,0.253,123.997,album
7349,Can't Keep My Eyes Open,12MUobpjrturmyhjuYtluh,"('Berner', 'T3R Elemento', 'OMB Peezy', 'Nef The Pharaoh')","('2lrtGWxNXWjd0JzDLKXubI', '34nbQa7Hug9DYkRJpfKNFv', '1QdCkPulANBEZiaiAyLkak', '3DiSC0nSNNWpPy5ZK3mcrz')",48,232.25,0.711,0.697,-7.47,1,0.0307,0.371,86.917,album
7350,Oxygin,3fE8njy5zdZZCucQbDkxkW,"('Witt Lowry',)","('5ghnxpW47ojtLHHyTLdxdY',)",59,241.548,0.527,0.719,-7.117,0,0.589,0.648,157.179,album
7351,"Finale (feat. Zach Callison, Deedee Magno Hall, Estelle, Michaela Dietz, Grace Rolek, Uzo Aduba, Jennifer Paz, Shelby Rabara, Kate Micucci, Mathew Moy, Tom Scharpling & Toks Olagundoye)",71GTH6D9zvviaAbaLOlVYj,"('Steven Universe', 'Deedee Magno Hall', 'Estelle', 'Grace Rolek', 'Jennifer Paz', 'Kate Micucci', 'Mathew Moy', 'Michaela Dietz', 'Shelby Rabara', 'Toks Olagundoye', 'Tom Scharpling', 'Uzo Aduba', 'Zach Callison')","('4rF7c8zpCKzuSXohs2HIpA', '5QGswxSXQUHzQoc2r9hVPI', '43PndvQLktAiLXn1T3Q5Ln', '0yFeMot541QuRLduP9XAPO', '1Clvxjfgh9W7cnhz8HKfGx', '0oYI03YsJ5AbgdP6Kwxeos', '2GdXG4yRpZuHXxjA2flqmq', '3MBBCjjwCjbeikYXPswyZc', '6fYhIfhfeVpKztZc4Eqag7', '14tvgpQJ9pJmUFn9l4Jh78', '7mC1wcdVz5yzAWC9wjrigv', '1CHLQfdcyjgUe7VEazdSYy', '57YFNq46Xx86nl7ETkd1Ei')",59,122.61,0.37,0.375,-11.455,1,0.707,0.0954,80.273,album
7353,Fly You to the Moon,2RHVebvnbPxqx2MMlSjgrx,"('Mike Stud',)","('5G9kmDLg3OeUyj8KVBLzbu',)",56,191.19,0.478,0.336,-10.51,1,0.815,0.561,80.552,single
7354,Movie Star,65pVi11JqwSZqUuYAqLP36,"('CIX',)","('1lHfzEkKmmvdVDDDLKkcsd',)",64,210.506,0.718,0.89,-3.798,0,0.107,0.741,111.967,single
