,Track_Name,Track_Id,Artists_All,Artists_IDs,popularity,LengthOfTrack_sec,danceability,energy,loudness,mode_Major1happier,acousticness,valence,tempo,album_type
109,Come Thru (with Usher),3TTMUI5dFcbeNSDTTDY9M8,"('Summer Walker', 'Usher')","('57LYzLEk2LcFghVwuWbcuS', '23zg3TcAtWQy7J6upgbUnj')",83,181.013,0.679,0.728,-3.092,0,0.159,0.46,152.001,album
110,Paradise,0Rx0DJI556Ix5gBny6EWmn,"('Bazzi',)","('4GvEc3ANtPPjt1ZJllr5Zl',)",84,169.038,0.844,0.644,-6.273,0,0.0828,0.591,122.061,album
111,Watermelon Sugar,1e9oZCCiX42nJl0AcqriVo,"('Harry Styles',)","('6KImCVD70vtIoJWnq6nGn3',)",86,174.0,0.548,0.816,-4.209,1,0.122,0.557,95.39,single
112,I Don't Care (with Justin Bieber),3HVWdVOQ0ZA45FuZGSfvns,"('Ed Sheeran', 'Justin Bieber')","('6eUKZXaKkcviH0Ku9w2n3V', '1uNFoZAHBGtllmzznpCI3s')",92,219.946,0.798,0.675,-5.041,1,0.0912,0.842,101.956,single
113,July,5a6pdCHlWS2ekOOQ70QnAr,"('Noah Cyrus',)","('55fhWPvDiMpLnE4ZzNXZyW',)",86,156.106,0.708,0.186,-8.953,0,0.868,0.321,72.541,single
114,Goin Baby,3WyRgi8CzQnhzO0xw79tTS,"('DaBaby',)","('4r63FhuTkUYltbVAg5TQnk',)",81,141.826,0.755,0.772,-5.585,1,0.128,0.678,132.906,album
115,bury a friend,4SSnFejRGlZikf02HLewEF,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",87,193.143,0.905,0.389,-14.505,1,0.74,0.196,120.046,album
116,i love you,6CcJMwBtXByIz4zQLzFkKc,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,291.796,0.421,0.131,-18.435,1,0.952,0.12,137.446,album
117,BEST ON EARTH (feat. BIA),2Xo3rLHjXfdb4avN68aQyi,"('Russ', 'BIA')","('1z7b1Pr1rSlvWRzsW3HOrS', '6veh5zbFpm31XsPdjBgPER')",83,160.72,0.568,0.764,-3.465,0,0.217,0.625,179.985,single
118,RAW SHIT (feat. Migos),1CCDIow4pPYyJYzhtTUYz2,"('DaBaby', 'Migos')","('4r63FhuTkUYltbVAg5TQnk', '6oMuImdp5ZcFhWP0ESe6mG')",81,216.677,0.874,0.714,-4.946,1,0.0273,0.85,130.046,album
119,I,4ZT9FnbFu1PaBfV3itxiqT,"('Lil Skies',)","('7d3WFRME3vBY2cgoP38RDo',)",82,181.89,0.649,0.453,-7.28,1,0.627,0.431,99.183,album
120,Easy,46D0hYb1B7qiU33VtXt21W,"('Camila Cabello',)","('4nDoRrQiYLoBzwC5BhVJzF',)",86,194.686,0.574,0.593,-5.731,0,0.411,0.355,128.073,single
121,A Thousand Bad Times,2J0NXdHr6MYvKDSxB7k3V2,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",84,221.173,0.632,0.732,-3.498,1,0.105,0.317,159.0,album
122,Hot Now,3eeyKNIBrt5TH4y0y3QkOu,"('YoungBoy Never Broke Again',)","('7wlFDEWiM5OoIAt8RSli8b',)",80,128.413,0.739,0.637,-5.79,0,0.232,0.513,164.91,album
123,Dancing With A Stranger (with Normani),6Qs4SXO9dwPj5GKvVOv8Ki,"('Sam Smith', 'Normani')","('2wY79sveU1sp5g7SokKOiI', '2cWZOOzeOm4WmBJRnD5R7I')",88,171.029,0.741,0.52,-7.513,1,0.45,0.347,102.998,single
124,RITMO (Bad Boys For Life),6cy3ki60hLwimwIje7tALf,"('The Black Eyed Peas', 'J Balvin')","('1yxSLGMDHlW21z4YXirZDS', '1vyhD5VmyZ7KMfW5gqLgo5')",96,221.714,0.721,0.716,-7.037,0,0.0334,0.667,104.994,single
125,Feelings,0y675KDleCZEudjoeL1sQQ,"('Lauv',)","('5JZ7CnR6gTvEMKX4g70Amv',)",88,189.613,0.694,0.466,-6.758,1,0.0934,0.246,103.018,single
126,Baby Sitter (feat. Offset),7f1zjZG77S891Uv4O68yfk,"('DaBaby', 'Offset')","('4r63FhuTkUYltbVAg5TQnk', '4DdkRBBYG6Yk9Ka8tdJ9BW')",81,157.693,0.852,0.73,-5.803,1,0.0219,0.394,92.506,album
127,Make It Right (feat. Lauv),314ZkcV7oLWG8yWE7LABvH,"('BTS', 'Lauv')","('3Nrfpe0tUJi4K4DXYWgMUX', '5JZ7CnR6gTvEMKX4g70Amv')",89,226.321,0.584,0.685,-7.811,1,0.0304,0.345,97.551,single
128,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,"('Quality Control', 'Lil Baby', 'DaBaby')","('6i392l38cR3uBPF0DbNs7S', '5f7VJjfbwm532GiveGC0ZK', '4r63FhuTkUYltbVAg5TQnk')",81,142.417,0.97,0.463,-7.259,1,0.0957,0.46,108.003,album
129,Behind Barz - Bonus,5r7WvQtyPfy1xch5zMgGRp,"('Drake',)","('3TVXtAsR1Inumwj472S9r4',)",84,163.12,0.854,0.554,-4.684,1,0.769,0.272,142.069,album
130,Water,454Epa1vrCGFddHXKyC1kb,"('Kanye West', 'Ant Clemons')","('5K4W6rqBFWDnAN6FQUkS6x', '028lPW2NdWHdSPCkRkcyhd')",83,168.419,0.505,0.281,-12.404,1,0.57,0.283,82.338,album
131,Tap (feat. Meek Mill),5rU6kDNXZLXIinFezpbWbO,"('NAV', 'Meek Mill')","('7rkW85dBwwrJtlHRDkJDAC', '20sxb77xiYeusSH8cVdatc')",81,148.278,0.901,0.676,-7.033,1,0.0646,0.452,85.018,album
132,In My Room,4S4Mfvv03M1cHgIOJcbUCL,"('Frank Ocean',)","('2h93pZq0e7k5yf4dywlkpM',)",82,133.68,0.861,0.647,-7.425,1,0.594,0.67,158.037,single
133,Lonely (with Jonas Brothers),4fwo6czG5nvOQMzhOto1ya,"('Diplo', 'Jonas Brothers')","('5fMUXHkw8R8eOP2RNVYEZX', '7gOdHgIoIKoe4i9Tta6qdD')",87,139.813,0.738,0.717,-5.121,1,0.062,0.5,98.047,single
134,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",322tcqPhma7F6hfCeLisx0,"('Lauv', 'Anne-Marie')","('5JZ7CnR6gTvEMKX4g70Amv', '1zNqDE7qDGCsyzJwohVaoX')",90,198.973,0.806,0.558,-6.46,1,0.482,0.678,95.016,single
135,Every Hour,1WnqWQcWcuQbVzgE7ecfCY,"('Kanye West', 'Sunday Service Choir')","('5K4W6rqBFWDnAN6FQUkS6x', '2c9O21YLFy4tFI9zCVhbFg')",83,112.239,0.588,0.793,-6.23,1,0.466,0.694,76.997,album
136,wish you were gay,3Fj47GNK2kUF0uaEDgXLaD,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,221.543,0.853,0.351,-10.198,1,0.39,0.282,118.028,album
137,Higher Love,6oJ6le65B3SEqPwMRNXWjY,"('Kygo', 'Whitney Houston')","('23fqKkggKUBHNkbKtXEls4', '6XpaIBNiVzIetEPCWDvAFP')",91,228.267,0.693,0.678,-7.159,1,0.0154,0.404,103.952,single
138,Only Human,0DiDStADDVh3SvAsoJAFMk,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",88,183.0,0.795,0.496,-5.883,1,0.108,0.874,94.01,album
140,One Man Band,08dFHFTx6r67MTsYn5ilDR,"('Old Dominion',)","('6y8XlgIV8BLlIg1tT1R10i',)",79,186.24,0.706,0.358,-8.331,1,0.677,0.478,75.991,album
141,If The World Was Ending (feat. Julia Michaels),2kJwzbxV2ppxnQoYw4GLBZ,"('JP Saxe', 'Julia Michaels')","('66W9LaWS0DPdL7Sz8iYGYe', '0ZED1XzwlLHW4ZaG4lOT6m')",84,208.687,0.464,0.473,-10.086,1,0.866,0.604,75.801,single
142,If I Can't Have You,6LsAAHotRLMOHfCsSfYCsz,"('Shawn Mendes',)","('7n2wHs1TKAczGzO7Dd2rGr',)",87,190.8,0.692,0.809,-4.198,1,0.524,0.864,123.911,single
143,I Forgot That You Existed,43rA71bccXFGD4C8GOpIlN,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,170.64,0.664,0.316,-10.345,1,0.298,0.541,92.875,album
144,ME! (feat. Brendon Urie of Panic! At The Disco),2Rk4JlNc2TPmZe2af99d45,"('Taylor Swift', 'Brendon Urie', 'Panic! At The Disco')","('06HL4z0CvFAxyc27GXpf02', '6eYFryfcEu3QSq59D62wZQ', '20JZFwl6HVl6yg8a4H3ZqK')",87,193.0,0.61,0.83,-4.105,1,0.033,0.728,182.162,album
145,you were good to me,4CxFN5zON70B3VOPBYbd6P,"('Jeremy Zucker', 'Chelsea Cutler')","('3gIRvgZssIb9aiirIg0nI3', '5JMLG56F1X5mFmWNmS0iAp')",83,219.146,0.561,0.0848,-15.099,1,0.913,0.206,102.128,single
146,Hands On,7r6aR2f57resC5r93LwMfK,"('Kanye West', 'Fred Hammond')","('5K4W6rqBFWDnAN6FQUkS6x', '2ndyVAdV9UqF1XjyTJt484')",82,203.174,0.514,0.393,-8.72,0,0.558,0.598,78.039,album
147,Mixed Personalities (feat. Kanye West),6vWEAOUSxohKxhp0K1BsxL,"('YNW Melly', 'Kanye West')","('1cNDP5yjU5vjeR8qMf4grg', '5K4W6rqBFWDnAN6FQUkS6x')",81,230.4,0.661,0.44,-9.104,1,0.457,0.352,149.937,album
148,Under The Sun (with J. Cole & Lute feat. DaBaby),6MF4tRr5lU8qok8IKaFOBE,"('Dreamville', 'J. Cole', 'Lute', 'DaBaby')","('1iNqsUDUraNWrj00bqssQG', '6l3HvQ5sa6mXTsMTB19rO5', '75WcpJKWXBV3o3cfluWapK', '4r63FhuTkUYltbVAg5TQnk')",80,202.04,0.691,0.64,-6.441,1,0.511,0.163,138.672,album
149,Graduation (with Juice WRLD),6cjSh516BbrNUs213jDAGm,"('benny blanco', 'Juice WRLD')","('5CiGnKThu5ctn9pBxv7DGa', '4MCBfE4596Uoi2O4DtmEMz')",82,177.847,0.731,0.65,-5.286,1,0.107,0.605,154.968,single
150,Mood Swings,2xE16muNCmhZwSOv3i1d1H,"('A Boogie Wit da Hoodie',)","('31W5EY0aAly4Qieq6OFu6I',)",81,156.893,0.943,0.664,-5.952,0,0.235,0.93,120.051,single
151,I'm Gonna Be,1ckLp8lCl8LipXI0ypX72m,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,200.68,0.746,0.559,-4.008,1,0.703,0.368,117.943,album
152,Bad To You (with Normani & Nicki Minaj),7vJS1DPc3FzBtqBs8n3mW5,"('Ariana Grande', 'Normani', 'Nicki Minaj')","('66CXWjxzNUsdJxJ2JdwvnR', '2cWZOOzeOm4WmBJRnD5R7I', '0hCNtLu0JehylgoiP8L4Gh')",86,171.84,0.727,0.583,-7.385,0,0.065,0.629,147.983,album
153,"break up with your girlfriend, i'm bored",4kV4N9D1iKVxx1KLvtTpjS,"('Ariana Grande',)","('66CXWjxzNUsdJxJ2JdwvnR',)",85,190.44,0.726,0.554,-5.29,0,0.0421,0.335,169.999,album
154,Allergic,1YscJ7yVTlFxW3eF6pv5ba,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,156.893,0.665,0.741,-3.694,1,0.154,0.57,144.968,album
155,Death (feat. DaBaby),6YfTl5YupXOQBKiJJLrxcw,"('Trippie Redd', 'DaBaby')","('6Xgp2XMz1fhVYe7i6yNAax', '4r63FhuTkUYltbVAg5TQnk')",78,172.195,0.802,0.82,-5.969,0,0.0579,0.613,164.005,single
156,Teeth,1JRK7srBWUtAW7dPabKBwJ,"('5 Seconds of Summer',)","('5Rl15oVamLq7FbSb0NNBNy',)",87,204.887,0.755,0.448,-2.993,0,0.0508,0.431,139.028,single
157,The Bones,3npzogdOEiVsieXmmhBepL,"('Maren Morris',)","('6WY7D3jk8zTrHtmkqqo5GI',)",81,197.293,0.612,0.57,-6.642,0,0.279,0.335,77.004,album
158,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,"('Tainy', 'Anuel AA', 'Ozuna')","('0GM7qgcRCORpGnfcN2tCiB', '2R21vXR83lH98kGeO99Y66', '1i8SpTcr7yvPOmcqrbnVXY')",93,270.74,0.734,0.836,-4.803,0,0.017,0.623,80.002,single
159,Never Really Over,5PYQUBXc7NYeI1obMKSJK0,"('Katy Perry',)","('6jJ0s89eD6GaHleKKya26X',)",87,223.523,0.77,0.882,-4.792,1,0.194,0.385,99.991,single
160,Sucker,4y3OI86AEP6PQoDE6olYhO,"('Jonas Brothers',)","('7gOdHgIoIKoe4i9Tta6qdD',)",87,181.04,0.842,0.734,-5.065,0,0.0427,0.952,137.958,single
161,you should see me in a crown,3XF5xLJHOQQRbWya6hBp7d,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",85,180.952,0.678,0.533,-10.485,1,0.462,0.323,150.455,album
162,Staring At The Sun (feat. SZA),5KE9b4x7Zj2A8XtbkqhqTe,"('Post Malone', 'SZA')","('246dkjvS1zLTtiykXe5h60', '7tYKF4w9nC0nq9CsPZTHyP')",82,168.28,0.724,0.772,-4.389,0,0.248,0.347,95.074,album
163,Writing on the Wall (feat. Post Malone & Cardi B),7x9nXsowok1JszkVztI5NI,"('French Montana', 'Rvssian', 'Post Malone', 'Cardi B')","('6vXTefBL93Dj5IqAWq6OTv', '1fctva4kpRbg2k3v7kwRuS', '246dkjvS1zLTtiykXe5h60', '4kYSro6naA4h99UJvo89HB')",85,201.27,0.773,0.836,-2.326,0,0.283,0.497,112.01,single
164,Juice,0k664IuFwVP557Gnx7RhIl,"('Lizzo',)","('56oDRnqbIiwx4mymNEv7dS',)",83,195.144,0.767,0.889,-2.988,1,0.00611,0.843,119.93,album
165,all the good girls go to hell,6IRdLKIyS4p7XNiP8r6rsx,"('Billie Eilish',)","('6qqNVTkY8uBg9cP3Jd7DAH',)",86,168.839,0.726,0.444,-8.922,0,0.283,0.569,185.044,album
166,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",5WnfnSpuNEGXyEt78PBA6d,"('Dreamville', 'Bas', 'JID', 'Guapdad 4000', 'Reese LAFLARE', 'Jace', 'Mez', 'Smokepurpp', 'Buddy', 'Ski Mask The Slump God')","('1iNqsUDUraNWrj00bqssQG', '70gP6Ry4Uo0Yx6uzPIdaiJ', '6U3ybJ9UHNKEdsH7ktGBZ7', '0NcPKaSNIHAM2RfioH9vMT', '07V3atNq2TyPNDYmzp6Dyy', '0vaKiuLwFJLVU664A8GTjE', '30C5wgn4celhRP3Tytv7R6', '21dooacK2WGBB5amYvKyfM', '6PDLwWvgYNMfBRLqC1h5cJ', '2rhFzFmezpnW82MNqEKVry')",80,217.866,0.642,0.647,-6.312,0,0.517,0.664,120.749,album
167,Daddy (feat. Rich The Kid),4hanO6Du5J7QEguNHYZHmw,"('Blueface', 'Rich The Kid')","('3Fl1V19tmjt57oBdxXKAjJ', '1pPmIToKXyGdsCF6LmqLmI')",82,151.146,0.869,0.59,-8.214,1,0.07,0.479,107.934,album
168,Love Me More,2NSWi83peog6gHerzlMCqU,"('Trippie Redd',)","('6Xgp2XMz1fhVYe7i6yNAax',)",80,143.712,0.638,0.539,-5.853,1,0.22,0.247,83.381,single
169,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,"('Kehlani', 'Ty Dolla $ign')","('0cGUm45nv7Z6M6qdXYQGTX', '7c0XG5cIJTrrAgEC3ULPiq')",81,201.787,0.61,0.725,-5.131,1,0.367,0.291,146.163,album
170,Mean It,3GRSqlALWISqLeNncZMbpX,"('Lauv', 'LANY')","('5JZ7CnR6gTvEMKX4g70Amv', '49tQo2QULno7gxHutgccqF')",85,232.853,0.746,0.45,-8.543,1,0.0407,0.336,95.998,album
171,The Man,3RauEVgRgj1IuWdJ9fDs70,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,190.36,0.777,0.658,-5.191,1,0.0767,0.633,110.048,album
172,STUPID (feat. Yung Baby Tate),6qNB2ChCVPepl5ZjVJJTUW,"('Ashnikko', 'Yung Baby Tate')","('3PyJHH2wyfQK3WZrk9rpmP', '3IJ21966TwNZI24MwZHMu4')",83,167.317,0.772,0.637,-6.881,1,0.00459,0.54,149.906,single
173,Hold On,5qDsijQM75KTdv3RtSPx91,"('Lil Tjay',)","('6jGMq4yGs7aQzuGsMgVgZR',)",79,189.48,0.691,0.602,-6.807,0,0.123,0.685,151.987,album
175,Shots,6eSU1exzDvBEXmBRxspeh5,"('Lil Tecca',)","('4Ga1P7PMIsmqEZqhYZQgDo',)",81,109.373,0.829,0.582,-5.721,0,0.525,0.51,108.028,album
176,Slide Away,44ADyYoY5liaRa3EOAl4uf,"('Miley Cyrus',)","('5YGY8feqx7naU7z4HrwZM6',)",86,233.654,0.53,0.538,-6.672,1,0.17,0.288,148.051,single
177,DHL,2INhKpUdzh7v0j041gZNsz,"('Frank Ocean',)","('2h93pZq0e7k5yf4dywlkpM',)",81,268.893,0.819,0.458,-10.223,0,0.582,0.232,122.981,single
178,Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,"('Taylor Swift',)","('06HL4z0CvFAxyc27GXpf02',)",83,178.426,0.552,0.702,-5.707,1,0.117,0.564,169.994,album
179,On Chill (feat. Jeremih),5z51HY4ei5QhTjcvwq5Msw,"('Wale', 'Jeremih')","('67nwj3Y5sZQLl72VNUHEYE', '3KV3p5EY4AvKxOlhGHORLg')",79,214.035,0.597,0.733,-6.017,1,0.134,0.639,171.016,album
180,Big Stepper,5MVdzbNmCVf9cWbkqFakkr,"('Roddy Ricch',)","('757aE44tKEUQEqRuT6GnEB',)",80,178.72,0.72,0.644,-8.099,0,0.0388,0.611,77.673,single
181,Uno,3AEgic4yp82NxMWUjHtxnO,"('Ambjaay',)","('3BbPRvYQ0M9SFmhkHXozLm',)",80,109.09,0.978,0.477,-8.159,1,0.000143,0.196,110.002,single
182,gone girl,6G0FACzGN80Dj2v4ass5rq,"('iann dior', 'Trippie Redd')","('6ASri4ePR7RlsvIQgWPJpS', '6Xgp2XMz1fhVYe7i6yNAax')",80,136.568,0.677,0.714,-5.637,1,0.162,0.355,94.956,single
183,God's Country,1dyxS3YzBbL0t8rEVwVQ1K,"('Blake Shelton',)","('1UTPBmNbXNTittyMJrNkvw',)",78,205.106,0.538,0.752,-5.106,1,0.0608,0.217,139.984,single
184,Myself,2cvOfKHOHgwQlLiuLKP2xR,"('Post Malone',)","('246dkjvS1zLTtiykXe5h60',)",82,158.12,0.476,0.701,-4.234,1,0.102,0.405,163.882,album
185,Wrong,3EludUFeAoJAwSixWGG5Wg,"('Luh Kel',)","('24CgJHK6T7C5OmUbiLLMjJ',)",81,130.876,0.745,0.728,-3.39,1,0.352,0.39,120.099,single
186,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,"('Lauv', 'Troye Sivan')","('5JZ7CnR6gTvEMKX4g70Amv', '3WGpXCj9YhhfX11TToZcXP')",85,162.582,0.599,0.733,-7.058,1,0.176,0.534,102.211,single
187,Soltera - Remix,1c0hsvHLELX6y8qymnpLKL,"('Lunay', 'Daddy Yankee', 'Bad Bunny')","('47MpMsUfWtgyIIBEFOr4FE', '4VMYDCV2IEDYJArk749S6m', '4q3ewBCX7sLwd24euuV69X')",89,266.086,0.795,0.783,-4.271,1,0.361,0.8,92.016,single
188,Rodeo,4ak7xjvBeBOcJGWFDX9w5n,"('Lil Nas X', 'Cardi B')","('7jVv8c5Fj3E9VhNjxT4snq', '4kYSro6naA4h99UJvo89HB')",82,158.706,0.706,0.679,-5.614,1,0.139,0.657,140.081,single
190,Shotta Flow,4dAMdQ6g4kGmnc1MDHsg77,"('NLE Choppa',)","('0ErzCpIMyLcjPiwT4elrtZ',)",79,160.013,0.888,0.43,-6.728,1,0.0786,0.45,120.088,single
191,Jesus Is Lord,7sBgFMWqDWQgrsNSpIBoe8,"('Kanye West',)","('5K4W6rqBFWDnAN6FQUkS6x',)",81,49.292,0.243,0.26,-5.876,0,0.828,0.327,76.61,album
192,Otro Trago - Remix,4bTZeO72FwMa6wKOiqoynL,"('Sech', 'Ozuna', 'Anuel AA', 'Darell', 'Nicky Jam')","('77ziqFxp5gaInVrF2lj4ht', '1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66', '1TtXnWcUs0FCkaZDPGYHdf', '1SupJlEpv7RS2tPNRaHViT')",90,287.773,0.725,0.79,-2.331,1,0.0711,0.763,175.988,single
193,Love Me Less (feat. Quinn XCII),2tOOcDDYkh0PSjr6GwPEAJ,"('MAX', 'Quinn XCII')","('1bqxdqvUtPWZri43cKHac8', '3ApUX1o6oSz321MMECyIYd')",80,177.669,0.732,0.856,-2.2,0,0.0828,0.771,145.034,single
194,Slide,2rTnVB1bvwxHtaIl4uVu7f,"('H.E.R.', 'YG')","('3Y7RZ31TRPVadSFVy1o8os', '0A0FS04o6zMoto8OKPsDwY')",80,238.321,0.827,0.469,-9.141,0,0.0807,0.196,97.028,single
196,Here With Me,5icOoE6VgqFKohjWWNp0Ac,"('Marshmello', 'CHVRCHES')","('64KEffDW9EtZ1y2vBYgq8T', '3CjlHNtplJyTf9npxaPl5w')",85,156.346,0.791,0.565,-3.933,0,0.0623,0.181,99.961,single
197,Brothers (feat. Lil Durk) - Remix,2wUwC1gBJIC05JH87v2hgN,"('Lil Tjay', 'Lil Durk')","('6jGMq4yGs7aQzuGsMgVgZR', '3hcs9uc56yIGFCSy9leWe7')",78,210.12,0.688,0.489,-7.627,0,0.619,0.559,85.404,album
198,What Am I,1HimGOB6BjOaCQYMIF1xtU,"(""Why Don't We"",)","('2jnIB6XdLvnJUeNTy5A0J2',)",84,184.665,0.614,0.647,-4.681,0,0.0687,0.368,163.862,single
199,emotions,5ls62WNKHUUrdF3r1cv83T,"('iann dior',)","('6ASri4ePR7RlsvIQgWPJpS',)",80,131.213,0.63,0.63,-6.211,1,0.0131,0.163,80.512,album
200,Loco Contigo (feat. J. Balvin & Tyga),6osaMSJh9NguagEDQcZaKx,"('DJ Snake', 'J Balvin', 'Tyga')","('540vIaP2JwjQb9dm3aArA4', '1vyhD5VmyZ7KMfW5gqLgo5', '5LHRHt1k9lMyONurDHEdrp')",92,185.194,0.694,0.758,-2.986,1,0.278,0.371,192.091,album
201,QUE PRETENDES,25ZAibhr3bdlMCLmubZDVt,"('J Balvin', 'Bad Bunny')","('1vyhD5VmyZ7KMfW5gqLgo5', '4q3ewBCX7sLwd24euuV69X')",89,222.346,0.639,0.791,-4.443,0,0.0275,0.939,92.603,album
202,Lose Control,7CHi4DtfK4heMlQaudCuHK,"('MEDUZA', 'Becky Hill', 'Goodboys')","('0xRXCcSX89eobfrshSVdyu', '4EPJlUEBy49EX1wuFOvtjK', '2nm38smINjms1LtczR0Cei')",91,168.387,0.598,0.526,-8.659,0,0.129,0.529,123.935,single
203,ORANGE SODA,5FkoSXiJPKTNyYgALRJFhD,"('Baby Keem',)","('5SXuuuRpukkTvsLuUknva1',)",78,129.882,0.83,0.564,-7.822,1,0.177,0.107,85.042,album
204,Right Back (feat. A Boogie Wit Da Hoodie),6PYnUsNEpYC7A4BS2sjw3L,"('Khalid', 'A Boogie Wit da Hoodie')","('6LuN9FCkKOj5PcnpouEgny', '31W5EY0aAly4Qieq6OFu6I')",82,254.999,0.786,0.428,-10.011,0,0.0933,0.556,97.001,single
205,Worth It,4XiGKQqbmnMVxDzUj6j3f2,"('YK Osiris',)","('7meyrw7Or5DwteYxDJrkCM',)",79,189.253,0.764,0.528,-4.082,0,0.468,0.422,123.936,single
206,Babushka Boi,643PW82aBMUa1FiWi5VQY7,"('A$AP Rocky',)","('13ubrt8QOOCPljQ2FL1Kca',)",81,187.105,0.897,0.743,-5.446,0,0.304,0.905,134.979,single
207,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,"('DaniLeigh', 'Chris Brown')","('0XIKGBo9PnK1ApI5tZA60d', '7bXgB6jMjp9ATFy66eO08Z')",80,186.586,0.799,0.301,-11.361,1,0.195,0.511,100.026,single
208,Shotta Flow 3,0OsYwz3SCLD98IvWfdLeRQ,"('NLE Choppa',)","('0ErzCpIMyLcjPiwT4elrtZ',)",78,181.237,0.722,0.716,-5.258,0,0.00818,0.799,128.0,single
209,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,"('Young Thug', 'Lil Uzi Vert')","('50co4Is1HCEo8bhOyUWKpn', '4O15NlyKLIASxsJ0PrXPfz')",78,251.08,0.961,0.438,-7.877,1,0.0431,0.412,124.018,album
210,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,"('BTS', 'Halsey')","('3Nrfpe0tUJi4K4DXYWgMUX', '26VFTg2z8YR0cCuwLzESi2')",87,229.773,0.645,0.862,-4.757,0,0.0923,0.798,119.991,album
211,Go Loko,3SZqA7rQvROJsCbUu2v0xa,"('YG', 'Tyga', 'Jon Z')","('0A0FS04o6zMoto8OKPsDwY', '5LHRHt1k9lMyONurDHEdrp', '5bWUlnPx9OYKsLiUJrhCA1')",81,299.226,0.88,0.67,-5.188,1,0.299,0.142,100.995,single
212,Envy Me,7rvyVWja33WG9R97oeJAjx,"('Calboy',)","('0HkcYmcjrBR3SCw9Ld5VZk',)",79,120.133,0.74,0.488,-7.664,0,0.234,0.584,149.042,album
213,Harleys In Hawaii,5nCthAh3jt4xKuLJAifAaR,"('Katy Perry',)","('6jJ0s89eD6GaHleKKya26X',)",86,185.815,0.722,0.757,-6.207,0,0.185,0.721,140.094,single
214,Stretch You Out (feat. A Boogie wit da Hoodie),4Qxn47gWPSucovKrMyRf1z,"('Summer Walker', 'A Boogie Wit da Hoodie')","('57LYzLEk2LcFghVwuWbcuS', '31W5EY0aAly4Qieq6OFu6I')",79,143.493,0.64,0.519,-6.757,0,0.25,0.252,103.359,album
215,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,"('Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker')","('6TIYQ3jFPwQSRmorSezPxX', '6Ad91Jof8Niiw0lGLLi3NW', '4exLIFE8sISLr28sqG1qNX')",81,169.397,0.628,0.744,-4.718,1,0.0257,0.277,119.921,album
216,Bezerk (feat. A$AP Ferg & Hit-Boy),2B9wgj9XzbJZLty03PRbVo,"('Big Sean', 'A$AP Ferg', 'Hit-Boy')","('0c173mlxpT3dSFRgMO8XPh', '5dHt1vcEm9qb8fCyLcB3HL', '6q3p11nP1p80Ey6LrOOSed')",79,151.066,0.684,0.687,-4.673,1,0.0164,0.265,184.026,single
217,"Yo x Ti, Tu x Mi",7BlBVFwvbWvcwNcUarQmjk,"('ROSALÍA', 'Ozuna')","('7ltDVBr6mKbRvohxheJ9h1', '1i8SpTcr7yvPOmcqrbnVXY')",92,201.04,0.78,0.759,-3.292,1,0.462,0.579,91.952,single
218,Through Da Storm,3NqCEpT8xsHdzpiRlM1kpS,"('Polo G',)","('6AgTAQt8XS6jRWi4sX7w49',)",78,195.586,0.71,0.49,-9.832,1,0.128,0.621,74.351,album
219,Better Together,1tSGw3h54aHModEHHL1HGK,"('Luke Combs',)","('718COspgdWOnwOFpJHRZHS',)",76,219.573,0.552,0.225,-11.501,1,0.826,0.67,138.002,album
220,Playing Games,4hWgC5BV5M7EtTleKVXNxw,"('Summer Walker',)","('57LYzLEk2LcFghVwuWbcuS',)",80,143.666,0.759,0.413,-7.282,0,0.7,0.403,115.893,album
